RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTGeometryReasoningSummary,GPTEntityReasoningSummary,GPTError,GPTConfidence,GPTGeometryConfidence,GPTEntityConfidence,RunID
21,Verkiezingen Europarlement 2019,Elections Europarliament 2019,https://maps.amsterdam.nl/open_geodata/?k=282,https://maps.amsterdam.nl/europarlement2019,EP19,PointDS,ObjectDS,Atlas Verkiezingen,"In deze Atlas Verkiezingen zijn de kaarten met uitslagen per stemlocaties van verschillende verkiezingen samengevoegd.

De cirkelgroottes zijn tussen de verkiezingen onderling vergelijkbaar.
Dat betekent dat eenzelfde cirkelgrootte bij elke verkiezing hetzelfde aantal of dezelfde verhouding voorstelt. 
De cirkelgroottes tussen Amsterdam en Zaanstad zijn verschillend, omdat de gebiedsgrootte verschillend is er er verder op Zaanstad is ingezoomd.
Voor de berekening van de cirkelgrootte van aantallen is een lineaire schaal gebruikt. Hierdoor worden verschillen tussen weinig en veel stemmen wat uitvergroot. 
Voor de leesbaarheid van de taartpunt-grafiekjes is een vierkantswortel schaal gebruikt, die de verschillen wat middelen.

De kaarten zijn individueel te bekijken op:
2024 - Europees Parlement
2023 - Tweede Kamer
2023 - Provinciale Staten
2022 - Gemeenteraad
2021 - Tweede Kamer
2019 - Europees Parlement
2019 - Provinciale Staten
2018 - Gemeenteraad
2017 - Tweede Kamer

Zie ook de Atlas Verkiezingen Zaanstad",https://maps.amsterdam.nl/atlas_verkiezingen,PointDS,ObjectDS,"Geometry: The dataset represents election results at polling locations, which are explicitly identified as points and contain 744 point features in the geometry_type_counts. | Entity: The points represent individual polling stations (stemlocaties) which are discrete, identifiable real-world facilities. Although the features contain statistical attributes related to election results, they are primarily mapping the facilities where these events occurred, making ObjectDS the most appropriate classification.","The dataset represents election results at polling locations, which are explicitly identified as points and contain 744 point features in the geometry_type_counts.","The points represent individual polling stations (stemlocaties) which are discrete, identifiable real-world facilities. Although the features contain statistical attributes related to election results, they are primarily mapping the facilities where these events occurred, making ObjectDS the most appropriate classification.",,0.95,1.0,0.9,V3_caveman_gemini
22,Eikenprocessierups (nesten),Oak processionary caterpillar (nesting),https://maps.amsterdam.nl/open_geodata/?k=67,https://maps.amsterdam.nl/eikenprocessierups,EPR_NESTEN,PointDS,ObjectDS,Eikenprocessierups,"Deze kaart toont op welke plekken in de stad nesten van de eikenprocessierups zijn aangetroffen. De kaart is real-time verbonden met het registratiesysteem waarin doorlopend mutaties plaatsvinden. Als een nest is verwijderd, dan wordt dat ook aangegeven. Naarmate het overlastseizoen vordert, zullen steeds meer aangetroffen en verwijderde nesten zichtbaar zijn. Aan het begin van het seizoen zijn nog niet alle eikenbomen gecontroleerd. 

De urgentie wordt bepaald aan de hand van de grootte van het nest, het aantal nesten per boom en het aantal aangetaste bomen:


Urgent

Formaat nest: Tennisbalformaat (< 10 cm) of voetbalformaat (> 10 cm)
Aantal nesten:> 5 tennisbalformaat of ≥ 1 voetbalformaat
Aantal aangetaste bomen per 10 bomen:>5 tennisbalformaat of ≥ 1 voetbalformaat


Standaard

Formaat nest: Tennisbalformaat
Aantal nesten: 2 t/m 5
Aantal aangetaste bomen per 10 bomen: 2 t/m 5
Maximaal: 2 t/m 5 nesten per individuele boom zonder nest in omliggende bomen.


Laag

Formaat nest: Tennisbalformaat
Aantal nesten: 1
Aantal aangetaste bomen per 10 bomen: 1
Maximaal: 1 tennisbal per individuele boom


Niet te bestrijden

Er zijn wel nesten geregistreerd, maar deze kunnen niet worden bereikt met een klimploeg of hoogwerker.


Gemeld

Er is een melding ontvangen over een nest. Deze moet nog worden geregistreerd.


Deels bestreden

Een deel van de boom is schoongemaakt (bijv. de stam), maar de rest volgt later.


Bestreden

Nesten zijn verwijderd.

De haren van de rupsen kunnen gezondheidsklachten opleveren. De rupsen leven in bolle spinselnestjes. Deze zijn gebonden aan eikenbomen en vaak maar moeilijk vindbaar hoger in de boom, maar soms zijn ze groter en met rupsen te zien op de stammen van de eiken.

U kunt aan een boom zien of een rupsennest bekend is bij de gemeente. In dat geval is er een stuk rood-wit lint aan gehangen. Heeft u een rupsnest gezien in een boom zonder lint?
En weet u zeker dat het een eikenprocesierupsnest is en niet de rupsen van de spinselmot zijn? 
Geef dan de locatie van het nest door aan de gemeente via 14020 of via meldingen.amsterdam.nl of via www.amsterdam.nl/eikenprocessierups.

Meer informatie vindt u op www.amsterdam.nl/eikenprocessierups",https://maps.amsterdam.nl/eikenprocessierups,PointDS,ObjectDS,"Geometry: The dataset represents specific locations (nests) in trees, confirmed by the geometry_type_counts listing exclusively 'Point' and the description indicating these represent points where nests were found. | Entity: The points represent specific, identifiable physical locations (nests in trees) where a condition has been observed or managed. These are discrete real-world objects/entities, making ObjectDS the correct classification.","The dataset represents specific locations (nests) in trees, confirmed by the geometry_type_counts listing exclusively 'Point' and the description indicating these represent points where nests were found.","The points represent specific, identifiable physical locations (nests in trees) where a condition has been observed or managed. These are discrete real-world objects/entities, making ObjectDS the correct classification.",,0.95,1.0,0.9,V3_caveman_gemini
23,Fietstaxi - gebieden,Pedicabs - areas,https://maps.amsterdam.nl/open_geodata/?k=140,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI,PlainVectorRegion,PatchDS,,,,PlainVectorRegion,PatchDS,"Geometry: The dataset represents specific designated areas for pedicabs in Amsterdam. The low shared boundary ratio and low adjacency suggest these are discrete, non-tessellated zones rather than an exhaustive partition of the city. | Entity: The layer represents zones with specific policy and operational restrictions for pedicabs (fietstaxi). These are clearly applicability areas/restriction zones rather than discrete physical objects, making PatchDS the most appropriate classification.","The dataset represents specific designated areas for pedicabs in Amsterdam. The low shared boundary ratio and low adjacency suggest these are discrete, non-tessellated zones rather than an exhaustive partition of the city.","The layer represents zones with specific policy and operational restrictions for pedicabs (fietstaxi). These are clearly applicability areas/restriction zones rather than discrete physical objects, making PatchDS the most appropriate classification.",,0.925,0.9,0.95,V3_caveman_gemini
24,Fietstaxi - standplaatsen,Pedicabs - pitches,https://maps.amsterdam.nl/open_geodata/?k=141,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI_STANDPLAATSEN,PointDS,ObjectDS,,,,PointDS,ObjectDS,"Geometry: The layer represents pedicab (fietstaxi) pitches which are discrete locations represented as points in the dataset. | Entity: The map depicts specific standplaatsen (pedicab and carriage taxi stands) which are discrete, identifiable, countable facilities/objects in the urban environment.",The layer represents pedicab (fietstaxi) pitches which are discrete locations represented as points in the dataset.,"The map depicts specific standplaatsen (pedicab and carriage taxi stands) which are discrete, identifiable, countable facilities/objects in the urban environment.",,1.0,1.0,1.0,V3_caveman_gemini
25,Niet-woonfuncties (Functiekaart),Non-residential functions (Function Map),https://maps.amsterdam.nl/open_geodata/?k=49,https://maps.amsterdam.nl/functiekaart,FUNCTIEKAART,PointDS,ObjectDS,Niet-woonfuncties (Functiekaart),"Update: BAG-dataset 19 januari 2026.
Er zijn geen historische Functiekaarten beschikbaar.


De Functiekaart is gebaseerd op het Gebruiksdoel, de WOZ-objectsoort en de gebruiksoppervlaktes in de dataset van de BAG-verblijfsobjecten.
De Functiekaart laat alleen de niet-woonfuncties zien. De Functiemix geeft de combinatie met de woonfuncties weer.

De Functiekaart is geen officiële basisregistratie en is bedoeld voor planologische analyses en niet voor handhavings- of toetsingsdoeleinden. 

De kaart heeft `eigen` Functies die afgeleid zijn van het BAG-gebruiksdoel en de WOZ-objectsoort. In de meeste gevallen komen het Gebruiksdoel en de Objectsoort met elkaar overeen, maar het komt ook regelmatig voor dat ze elkaar tegenspreken. Ook kunnen er meerdere gebruiksdoelen en/of meerdere objectsoorten bij een verblijfsobject (hoofdadres) zijn geregistreerd. In veel van die gevallen is via panoramabeelden bekeken welke functie het betreft. 


Terugmeldingen zijn zeer welkom

Bij aanklikken van een locatie op de kaart verschijnt informatie over de Functie. Als een Functie volgens u niet klopt, kunt u dit terugmelden via een formulier.


Uitgezonderde functies

Woonzorg-complexen zoals verzorgings-, verpleeg- en opvanghuizen zijn aangemerkt als woonfunctie en niet als voorziening en staan daarom niet op deze Functiekaart van niet-woonfuncties. Dit geldt ook voor gemeenschappelijke (bijeenkomst)ruimtes, of een atelier van bewoner(s) in bv. een appartementencomplex.
Adressen met parkeer- en transportfuncties (b.v. garages en metrostation-ingangen, vaak ondergrondse gebouwen voor opslag van auto`s of doorstroming van mensen), maar ook andere onbemensde functies zijn lastig als wonen, werken of voorziening te kwalificeren en zijn daarom achterwege gelaten.

Wat komt nog meer niet in de Functiekaart?


Adressen met Status = Verbouwing of Buiten gebruik of Gevormd. De Status moet dus zijn In gebruik (wel of niet ingemeten).

WOZ-objectsoort bevat `in aanbouw` of `bouwterrein`.

Gebruiksoppervlaktes kleiner dan 10m2.

Gebruiksoppervlaktes kleiner dan 100m2 bij Gebruiksdoel = overige gebruiksfuncties en Objectsoort = leeg of opstal of Opslag/magazijn.

Gebruiksoppervlaktes kleiner dan 100m2 bij Gebruiksdoel = industriefuncties en Objectsoort = Opslag/magazijn.

Een paar duizend adressen die onduidelijk waren, zijn handmatig gecheckt op de panoramabeelden en via Google en op die manier is er een Functie toegekend.
Tip: Activeer de onderste knop van de knoppenbalk rechts van de kaart en klik dan op een pand. Alle adressen in dat pand verschijnen, met ook het meest recente Gebruiksdoel en de WOZ-objectsoort en de Functie zoals op deze kaart.",https://maps.amsterdam.nl/functiekaart,PointDS,ObjectDS,"Geometry: The dataset contains address-based points representing non-residential functions, confirmed by the geometry_type_counts showing only points and the description referring to locations/addresses. | Entity: The dataset maps individual building units (BAG verblijfsobjecten) with specific non-residential functions, which are discrete, identifiable, real-world objects rather than statistical units, areas of coverage, or measured values. Each point represents an address/facility/asset.","The dataset contains address-based points representing non-residential functions, confirmed by the geometry_type_counts showing only points and the description referring to locations/addresses.","The dataset maps individual building units (BAG verblijfsobjecten) with specific non-residential functions, which are discrete, identifiable, real-world objects rather than statistical units, areas of coverage, or measured values. Each point represents an address/facility/asset.",,1.0,1.0,1.0,V3_caveman_gemini
26,Functiemix,Function mix,https://maps.amsterdam.nl/open_geodata/?k=310,https://maps.amsterdam.nl/functiemix,FUNCTIEMIX,PlainVectorRegion,PatchDS;AmountDS,Functiemix,"Update: BAG-dataset 12 juli 2022


De Functiemix is gebaseerd op de Functiekaart.
De functies in de Functiekaart zijn gecategoriseerd als Voorzieningen of Werken. Onduidelijke en Onbemensde functies doen niet mee. De BAG-woonverblijfsobjecten zijn toegevoegd als Wonen.
Per blokstraat zijn de gebruiksoppervlaktes per categorie bij elkaar opgeteld, waarna de percentages zijn berekend.

Als meer dan 70% van de gebruiksoppervlakte in een blokstraat bestaat uit Wonen, dan is dit op de kaart aangegeven in de Wonen-kleur. Hetzelfde geldt voor 70% Voorzieningen en 70% Werken.

Voor een mix van twee functies geldt dat er minder dan 15% van de derde functie aanwezig is een blokstraat. Bijvoorbeeld: Wonen-Voorzieningen geldt als er voor geen van beide functies meer dan 70% is en er minder dan 15% Werken is.

Het restant is dan de mix van de 3 functies Wonen-Voorzieningen-Werken: geen van deze heeft meer dan 70% en ook niet minder dan 15%.


Wonen boven voorzieningen en werken

Er wordt regelmatig gewoond boven voorzieningen en (kleinere) werkfuncties. De oppervlakte voor Wonen overheerst daardoor de oppervlaktes voor Voorzieningen en Werken. De mix van functies komt daardoor niet goed uit de (kaart)verf: veel blokstraten bevatten meer dan 70% wonen, terwijl een paar voorzieningen of bedrijven al een behoorlijke andere beleving geven in een straat.
Daarom is de oppervlakte voor Wonen met 50% verminderd alvorens de percentages zijn berekend. Hierdoor wordt meer de op straat ervaren functiemix weergegeven.
De getoonde gebruiksoppervlakte voor Wonen in het infovenstertje bij aanklikken, is dus 50% van de werkelijke oppervlakte.

Als de oppervlakte in de BAG = 1, dan is de oppervlakte onbekend. In die gevallen is 50m2 toegekend, om de functie niet geheel te verliezen. 


Wat is een blokstraat?

Een bouwblok bestaat meestal uit 4 straatzijden, die qua functies veel kunnen verschillen. Een bouwblok heeft een bouwblokcode en een straat heeft een straatnaam. De combinatie daarvan geeft dan 4 Bouwblokstraatnamen.

Bekijk hier de Functiekaart.",https://maps.amsterdam.nl/functiemix,VectorTessellation,CoverageDS,"Geometry: The dataset represents a spatial partition of Amsterdam into 'blokstraten' (block-streets) to categorize land-use functions, which constitutes a complete or near-complete tessellation of the urban fabric. | Entity: The dataset provides a full-area thematic classification of city areas into 'Function mix' categories (residential, work, services, and their combinations). This constitutes an exhaustive thematic coverage of the city's functional structure.","The dataset represents a spatial partition of Amsterdam into 'blokstraten' (block-streets) to categorize land-use functions, which constitutes a complete or near-complete tessellation of the urban fabric.","The dataset provides a full-area thematic classification of city areas into 'Function mix' categories (residential, work, services, and their combinations). This constitutes an exhaustive thematic coverage of the city's functional structure.",,0.925,0.9,0.95,V3_caveman_gemini
27,Wijken,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=200,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents neighborhood combinations ('Buurtcombinaties') forming a complete partition of the city of Amsterdam. High shared boundary ratio and topological hints confirm it is a tessellation. | Entity: The dataset represents neighborhood and district subdivisions used as administrative reporting units for city area management, which maps directly to the LatticeDS category.",The dataset represents neighborhood combinations ('Buurtcombinaties') forming a complete partition of the city of Amsterdam. High shared boundary ratio and topological hints confirm it is a tessellation.,"The dataset represents neighborhood and district subdivisions used as administrative reporting units for city area management, which maps directly to the LatticeDS category.",,1.0,1.0,1.0,V3_caveman_gemini
28,Wijken excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=201,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents neighborhood combinations (Buurtcombinaties) in Amsterdam, which form a non-overlapping exhaustive partition of the city's administrative territory. The high shared boundary ratio and topology analysis confirm this is a VectorTessellation. | Entity: The map features represent administrative regions (neighborhoods/districts) used to organize the city area. As these are clearly statistical or reporting units, they are classified as LatticeDS.","The dataset represents neighborhood combinations (Buurtcombinaties) in Amsterdam, which form a non-overlapping exhaustive partition of the city's administrative territory. The high shared boundary ratio and topology analysis confirm this is a VectorTessellation.","The map features represent administrative regions (neighborhoods/districts) used to organize the city area. As these are clearly statistical or reporting units, they are classified as LatticeDS.",,1.0,1.0,1.0,V3_caveman_gemini
29,Buurten,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=198,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents Amsterdam neighborhoods (Buurten), which are administrative units that partition the city. The high shared_boundary_ratio (0.9214) and lack of overlap confirm this is a complete tessellation of the study area. | Entity: The dataset represents administrative neighborhood divisions of Amsterdam ('Buurten', 'Wijken', 'Stadsdelen'), which serve as reporting and statistical units. Under the entity classification tree, regions used for administrative or statistical aggregation are classified as LatticeDS.","The dataset represents Amsterdam neighborhoods (Buurten), which are administrative units that partition the city. The high shared_boundary_ratio (0.9214) and lack of overlap confirm this is a complete tessellation of the study area.","The dataset represents administrative neighborhood divisions of Amsterdam ('Buurten', 'Wijken', 'Stadsdelen'), which serve as reporting and statistical units. Under the entity classification tree, regions used for administrative or statistical aggregation are classified as LatticeDS.",,1.0,1.0,1.0,V3_caveman_gemini
30,Buurten excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=199,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents Amsterdam neighborhoods (Buurten), which form a complete administrative partition of the study area, fitting the definition of VectorTessellation. This is supported by the high shared boundary ratio and topological indicators. | Entity: The dataset represents Amsterdam neighborhoods (buurten), which are official statistical/administrative reporting units used for data aggregation and mapping. This falls directly into the LatticeDS category.","The dataset represents Amsterdam neighborhoods (Buurten), which form a complete administrative partition of the study area, fitting the definition of VectorTessellation. This is supported by the high shared boundary ratio and topological indicators.","The dataset represents Amsterdam neighborhoods (buurten), which are official statistical/administrative reporting units used for data aggregation and mapping. This falls directly into the LatticeDS category.",,1.0,1.0,1.0,V3_caveman_gemini
31,Stadsdelen,City districts,https://maps.amsterdam.nl/open_geodata/?k=202,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents the administrative city districts of Amsterdam, which partition the city area completely without overlap, meeting the criteria for a VectorTessellation. | Entity: The dataset represents administrative city districts ('Stadsdelen') which serve as formal reporting and statistical units for the city of Amsterdam. Following the entity decision tree, administrative/reporting regions are classified as LatticeDS.","The dataset represents the administrative city districts of Amsterdam, which partition the city area completely without overlap, meeting the criteria for a VectorTessellation.","The dataset represents administrative city districts ('Stadsdelen') which serve as formal reporting and statistical units for the city of Amsterdam. Following the entity decision tree, administrative/reporting regions are classified as LatticeDS.",,1.0,1.0,1.0,V3_caveman_gemini
32,Stadsdelen excl.water,City districts excl.water,https://maps.amsterdam.nl/open_geodata/?k=203,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents Amsterdam city districts (Stadsdelen), which are administrative regions forming a complete partition of the city territory, characteristic of a VectorTessellation. | Entity: The dataset represents administrative city districts (Stadsdelen), which function as reporting and statistical units for urban organization. As these are established administrative boundaries used to organize the territory, LatticeDS is the correct classification.","The dataset represents Amsterdam city districts (Stadsdelen), which are administrative regions forming a complete partition of the city territory, characteristic of a VectorTessellation.","The dataset represents administrative city districts (Stadsdelen), which function as reporting and statistical units for urban organization. As these are established administrative boundaries used to organize the territory, LatticeDS is the correct classification.",,1.0,1.0,1.0,V3_caveman_gemini
33,22 Gebieden,22 Areas,https://maps.amsterdam.nl/open_geodata/?k=204,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents administrative areas (Gebieden) that cover the city in a complete partition, evidenced by the high shared boundary ratio and adjacency metrics consistent with a tessellation. | Entity: The dataset represents administrative divisions of Amsterdam (buurten, wijken, gebieden, stadsdelen), which are standard reporting or statistical units. This maps directly to LatticeDS according to the decision tree for regions.","The dataset represents administrative areas (Gebieden) that cover the city in a complete partition, evidenced by the high shared boundary ratio and adjacency metrics consistent with a tessellation.","The dataset represents administrative divisions of Amsterdam (buurten, wijken, gebieden, stadsdelen), which are standard reporting or statistical units. This maps directly to LatticeDS according to the decision tree for regions.",,1.0,1.0,1.0,V3_caveman_gemini
34,22 Gebieden excl.water,22 Areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=205,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents administrative areas (Gebieden) of Amsterdam, which partition the city into non-overlapping polygons, fitting the definition of a VectorTessellation. | Entity: The dataset represents official administrative or reporting units (districts, areas, and neighbourhoods) used to divide the city, which fits the definition of LatticeDS.","The dataset represents administrative areas (Gebieden) of Amsterdam, which partition the city into non-overlapping polygons, fitting the definition of a VectorTessellation.","The dataset represents official administrative or reporting units (districts, areas, and neighbourhoods) used to divide the city, which fits the definition of LatticeDS.",,1.0,1.0,1.0,V3_caveman_gemini
35,25 Praktijkgebieden,25 Practice areas,https://maps.amsterdam.nl/open_geodata/?k=268,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents administrative 'Practice areas' (Gebieden) that partition the city of Amsterdam. The topological metrics, including high shared boundary ratios and zero overlap, confirm a complete tiling of the area. | Entity: The layer represents 'Practice areas' (25 Gebieden) which function as administrative or statistical reporting units for Amsterdam's organizational structure, as confirmed by the presence of 'buurt', 'wijk', and 'stadsdeel' keywords in the metadata.","The dataset represents administrative 'Practice areas' (Gebieden) that partition the city of Amsterdam. The topological metrics, including high shared boundary ratios and zero overlap, confirm a complete tiling of the area.","The layer represents 'Practice areas' (25 Gebieden) which function as administrative or statistical reporting units for Amsterdam's organizational structure, as confirmed by the presence of 'buurt', 'wijk', and 'stadsdeel' keywords in the metadata.",,1.0,1.0,1.0,V3_caveman_gemini
36,25 Praktijkgebieden excl.water,25 Practice areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=269,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents administrative subdivisions (practice areas) of Amsterdam which cover the city in a non-overlapping partition, fitting the definition of a VectorTessellation. | Entity: The dataset maps administrative/reporting units defined by the city of Amsterdam (Practice areas, districts, and neighbourhoods). These fall under the LatticeDS category as they are explicitly used as statistical and organizational reporting units.","The dataset represents administrative subdivisions (practice areas) of Amsterdam which cover the city in a non-overlapping partition, fitting the definition of a VectorTessellation.","The dataset maps administrative/reporting units defined by the city of Amsterdam (Practice areas, districts, and neighbourhoods). These fall under the LatticeDS category as they are explicitly used as statistical and organizational reporting units.",,1.0,1.0,1.0,V3_caveman_gemini
37,Geluidscontouren industrie,Noise contours industry,https://maps.amsterdam.nl/open_geodata/?k=263,https://maps.amsterdam.nl/geluid2,GELUID_INDUSTRIE,PlainVectorRegion,ContourDS,Geluidskaart 2021,"Op de Geluidskaart Amsterdam is de (berekende) geluidbelasting weergegeven voor de belangrijkste verkeersbronnen in de stad. De geluidsbelasting (in decibellen oftewel dB) is voor twee situaties weergegeven:

de gemiddelde geluidsbelasting over het etmaal, uitgedrukt in de Europese geluidsmaat Lden (Lday-evening-night).
de gemiddelde geluidsbelasting in de nachtperiode (van 23 uur tot 7 uur), uitgedrukt in de Europese geluidsmaat Lnight. Nachtelijk lawaai in onze woonomgeving kan de slaap verstoren.
Alleen voor industrielawaai wordt nog een Nederlandse geluidsmaat - de etmaalwaarde - gebruikt, die weergegeven wordt in dB(A). Onderstaand worden de verschillende begrippen nader verklaard.
U kunt in het invoerveld rechtsboven de geluidskaarten ook een adres invoeren om bijvoorbeeld de situatie voor uw eigen woonomgeving weer te geven.


Beschrijving van de opgenomen kaarten

Wegverkeer
Bij de berekeningen voor wegverkeer is uitgegaan van de verkeersintensiteiten op de wegen zoals die door de afdeling Verkeer en Openbare ruime (VOR) zijn geregistreerd. Per weg is daarbij aangegeven hoeveel motoren, personenauto’s, bussen, middelzware en zware vrachtauto’s gemiddeld per uur gedurende de dag- avond- en nachtperiode passeren. Aan de hand van het soort wegdekverharding (asfalt, klinkers), de wettelijk toegestane rijsnelheid en de eventuele aanwezigheid van geluidsschermen is de geluidbelasting in de omgeving van de weg berekend. Wegverkeerslawaai omvat het totale geluid van motoren, auto’s, bussen, vrachtwagens én trams.

Railverkeer en luchtvaartlawaai
Voor railverkeer- en luchtvaartlawaai zijn de gegevens beschikbaar gesteld door de bronbeheerders, te weten ProRail en het ministerie van Infrastructuur en Milieu.

Industrielawaai
Voor industrielawaai zijn de geluidniveaus ook weergegeven vanaf 55 dB (Lden) en vanaf 50 dB (Lnight). Ook is de grens van de gezoneerde industrieterreinen aangegeven alsmede de terreinafbakening van de 55 dB-inrichtingen. 


Verklaring van begrippen

dB of dB(A)
Met deze afkorting wordt `decibel` bedoeld. Het is de eenheid waarmee de sterkte van het geluid wordt uitgedrukt. In de wetgeving wordt een onderscheid gemaakt tussen dB en dB(A). Met dB worden de decibels bedoeld die zijn uitgedrukt in de Europese geluidsmaat Lden terwijl met dB(A) de decibels worden uitgedrukt als etmaalwaarde.

Lden
Lden is een manier om de jaargemiddelde geluidsbelasting uit te drukken. Deze dosismaat wordt gebruikt voor omgevingslawaai. Sinds 2004 zijn alle Europese landen verplicht om de Lden te gebruiken. Voor Lden wordt het etmaal verdeeld in een:

Dagperiode van 07.00 - 19.00 uur
Avondperiode van 19.00 - 23.00 uur
Nachtperiode van 23.00 - 07.00 uur.
Bij het geluid in de avond en de nachtperiode wordt 5 resp. 10 dB opgeteld omdat geluid in deze perioden hinderlijker is dan overdag. Tenslotte worden deze waarden `logaritmisch` gemiddeld. Het resultaat wordt Lden genoemd. Het wordt gebruikt om de hinder in beeld te brengen.

Lnight
Met Lnight wordt de geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur) bedoeld. Hiermee wordt de mate van slaapverstoring in beeld gebracht.

Etmaalwaarde
Ook de etmaalwaarde is een manier om de geluidsbelasting uit te drukken. Het is echter geen jaargemiddelde maar de hoogste waarde van de volgende drie:

de geluidsbelasting gedurende de dagperiode (07.00 - 19.00 uur)
de geluidsbelasting gedurende de avondperiode (19.00 - 23.00 uur), vermeerderd met een toeslag van 5 dB(A)
De geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur), vermeerderd met een toeslag van 10 dB(A).
In de Nederlandse wetgeving en ook in de geluidskaarten wordt alleen nog voor industrielawaai de etmaalwaarde voorgeschreven. Voor alle andere bronnen wordt uitgegaan van de Europese geluidsmaat (de Lden).",https://maps.amsterdam.nl/geluid,PlainVectorRegion,ContourDS,"Geometry: The dataset represents noise contours around industrial areas. These are isolines/isopleths represented as polygons rather than a comprehensive, non-overlapping partition of the study area (tessellation), making PlainVectorRegion the appropriate classification. | Entity: The dataset represents noise contours (industrial noise levels like 50dB/55dB), which are interval-based zones representing sound levels. This matches the ContourDS definition for isoline-like value bands.","The dataset represents noise contours around industrial areas. These are isolines/isopleths represented as polygons rather than a comprehensive, non-overlapping partition of the study area (tessellation), making PlainVectorRegion the appropriate classification.","The dataset represents noise contours (industrial noise levels like 50dB/55dB), which are interval-based zones representing sound levels. This matches the ContourDS definition for isoline-like value bands.",,0.9,0.9,0.9,V3_caveman_gemini
