RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTGeometryReasoningSummary,GPTEntityReasoningSummary,GPTEntityDecisiveRule,GPTError,GPTConfidence,GPTGeometryConfidence,GPTEntityConfidence,RunID
21,Verkiezingen Europarlement 2019,Elections Europarliament 2019,https://maps.amsterdam.nl/open_geodata/?k=282,https://maps.amsterdam.nl/europarlement2019,EP19,PointDS,ObjectDS,Atlas Verkiezingen,"In deze Atlas Verkiezingen zijn de kaarten met uitslagen per stemlocaties van verschillende verkiezingen samengevoegd.

De cirkelgroottes zijn tussen de verkiezingen onderling vergelijkbaar.
Dat betekent dat eenzelfde cirkelgrootte bij elke verkiezing hetzelfde aantal of dezelfde verhouding voorstelt. 
De cirkelgroottes tussen Amsterdam en Zaanstad zijn verschillend, omdat de gebiedsgrootte verschillend is er er verder op Zaanstad is ingezoomd.
Voor de berekening van de cirkelgrootte van aantallen is een lineaire schaal gebruikt. Hierdoor worden verschillen tussen weinig en veel stemmen wat uitvergroot. 
Voor de leesbaarheid van de taartpunt-grafiekjes is een vierkantswortel schaal gebruikt, die de verschillen wat middelen.

De kaarten zijn individueel te bekijken op:
2024 - Europees Parlement
2023 - Tweede Kamer
2023 - Provinciale Staten
2022 - Gemeenteraad
2021 - Tweede Kamer
2019 - Europees Parlement
2019 - Provinciale Staten
2018 - Gemeenteraad
2017 - Tweede Kamer

Zie ook de Atlas Verkiezingen Zaanstad",https://maps.amsterdam.nl/atlas_verkiezingen,PointDS,ObjectDS,"Geometry: The dataset contains 744 features which are exclusively of the point type. The metadata describes these as voting locations represented by circles in the Atlas Verkiezingen. | Entity: The points represent specific voting locations where election results were collected. According to the decision tree, polling stations are treated as objects with attributes rather than a primary amount map or a measurement sampling layer. Therefore, ObjectDS is the most appropriate classification.",The dataset contains 744 features which are exclusively of the point type. The metadata describes these as voting locations represented by circles in the Atlas Verkiezingen.,"The points represent specific voting locations where election results were collected. According to the decision tree, polling stations are treated as objects with attributes rather than a primary amount map or a measurement sampling layer. Therefore, ObjectDS is the most appropriate classification.",BRANCH A Q4 A,,0.95,1.0,0.9,V4_NEWDATA_gemini
22,Eikenprocessierups (nesten),Oak processionary caterpillar (nesting),https://maps.amsterdam.nl/open_geodata/?k=67,https://maps.amsterdam.nl/eikenprocessierups,EPR_NESTEN,PointDS,ObjectDS,Eikenprocessierups,"Deze kaart toont op welke plekken in de stad nesten van de eikenprocessierups zijn aangetroffen. De kaart is real-time verbonden met het registratiesysteem waarin doorlopend mutaties plaatsvinden. Als een nest is verwijderd, dan wordt dat ook aangegeven. Naarmate het overlastseizoen vordert, zullen steeds meer aangetroffen en verwijderde nesten zichtbaar zijn. Aan het begin van het seizoen zijn nog niet alle eikenbomen gecontroleerd. 

De urgentie wordt bepaald aan de hand van de grootte van het nest, het aantal nesten per boom en het aantal aangetaste bomen:


Urgent

Formaat nest: Tennisbalformaat (< 10 cm) of voetbalformaat (> 10 cm)
Aantal nesten:> 5 tennisbalformaat of ≥ 1 voetbalformaat
Aantal aangetaste bomen per 10 bomen:>5 tennisbalformaat of ≥ 1 voetbalformaat


Standaard

Formaat nest: Tennisbalformaat
Aantal nesten: 2 t/m 5
Aantal aangetaste bomen per 10 bomen: 2 t/m 5
Maximaal: 2 t/m 5 nesten per individuele boom zonder nest in omliggende bomen.


Laag

Formaat nest: Tennisbalformaat
Aantal nesten: 1
Aantal aangetaste bomen per 10 bomen: 1
Maximaal: 1 tennisbal per individuele boom


Niet te bestrijden

Er zijn wel nesten geregistreerd, maar deze kunnen niet worden bereikt met een klimploeg of hoogwerker.


Gemeld

Er is een melding ontvangen over een nest. Deze moet nog worden geregistreerd.


Deels bestreden

Een deel van de boom is schoongemaakt (bijv. de stam), maar de rest volgt later.


Bestreden

Nesten zijn verwijderd.

De haren van de rupsen kunnen gezondheidsklachten opleveren. De rupsen leven in bolle spinselnestjes. Deze zijn gebonden aan eikenbomen en vaak maar moeilijk vindbaar hoger in de boom, maar soms zijn ze groter en met rupsen te zien op de stammen van de eiken.

U kunt aan een boom zien of een rupsennest bekend is bij de gemeente. In dat geval is er een stuk rood-wit lint aan gehangen. Heeft u een rupsnest gezien in een boom zonder lint?
En weet u zeker dat het een eikenprocesierupsnest is en niet de rupsen van de spinselmot zijn? 
Geef dan de locatie van het nest door aan de gemeente via 14020 of via meldingen.amsterdam.nl of via www.amsterdam.nl/eikenprocessierups.

Meer informatie vindt u op www.amsterdam.nl/eikenprocessierups",https://maps.amsterdam.nl/eikenprocessierups,PointDS,ObjectDS,"Geometry: The dataset represents locations where nests of oak processionary caterpillars have been found. The geometry type counts confirm all features are points, and the metadata describes these as discrete observations at specific locations (trees). | Entity: The dataset represents specific, identifiable locations (trees) where nests of the oak processionary caterpillar have been found, are managed, or have been removed. While numeric identifiers and status labels are present, each point refers to a discrete, manageable asset. It is not a network, a continuous measurement of a phenomenon, or an exhaustive area-based classification.","The dataset represents locations where nests of oak processionary caterpillars have been found. The geometry type counts confirm all features are points, and the metadata describes these as discrete observations at specific locations (trees).","The dataset represents specific, identifiable locations (trees) where nests of the oak processionary caterpillar have been found, are managed, or have been removed. While numeric identifiers and status labels are present, each point refers to a discrete, manageable asset. It is not a network, a continuous measurement of a phenomenon, or an exhaustive area-based classification.",Region Q7 ObjectDS,,0.95,1.0,0.9,V4_NEWDATA_gemini
23,Fietstaxi - gebieden,Pedicabs - areas,https://maps.amsterdam.nl/open_geodata/?k=140,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI,PlainVectorRegion,PatchDS,,,,PlainVectorRegion,PatchDS,"Geometry: The dataset represents specific geographical areas where pedicabs (fietstaxi) are allowed or regulated. These areas do not form a complete partition or tessellation of Amsterdam, but rather isolated zones, which is supported by the low shared boundary ratio and low convex hull fill ratio. | Entity: The map layer depicts bounded zones where specific policy restrictions (like 'fietstaxi' regulations) apply. These are not exhaustive area classifications (CoverageDS), not statistical/administrative units (LatticeDS), and not identifiable real-world objects (ObjectDS). Instead, they are specific zones of regulation, which aligns with the PatchDS definition.","The dataset represents specific geographical areas where pedicabs (fietstaxi) are allowed or regulated. These areas do not form a complete partition or tessellation of Amsterdam, but rather isolated zones, which is supported by the low shared boundary ratio and low convex hull fill ratio.","The map layer depicts bounded zones where specific policy restrictions (like 'fietstaxi' regulations) apply. These are not exhaustive area classifications (CoverageDS), not statistical/administrative units (LatticeDS), and not identifiable real-world objects (ObjectDS). Instead, they are specific zones of regulation, which aligns with the PatchDS definition.",Region Q9 PatchDS,,0.95,0.95,0.95,V4_NEWDATA_gemini
24,Fietstaxi - standplaatsen,Pedicabs - pitches,https://maps.amsterdam.nl/open_geodata/?k=141,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI_STANDPLAATSEN,PointDS,ObjectDS,,,,PointDS,ObjectDS,"Geometry: The dataset represents locations for pedicab pitches ('standplaatsen') and the geometry_type_counts confirmed 8 points. | Entity: The map represents specific, discrete locations designated as pedicab or horse-carriage stands. These are identifiable real-world managed assets (facilities/places). Following the decision tree for PointDS, each point represents a distinct, countable, real-world facility.",The dataset represents locations for pedicab pitches ('standplaatsen') and the geometry_type_counts confirmed 8 points.,"The map represents specific, discrete locations designated as pedicab or horse-carriage stands. These are identifiable real-world managed assets (facilities/places). Following the decision tree for PointDS, each point represents a distinct, countable, real-world facility.",Region Q7 ObjectDS,,0.95,1.0,0.9,V4_NEWDATA_gemini
25,Niet-woonfuncties (Functiekaart),Non-residential functions (Function Map),https://maps.amsterdam.nl/open_geodata/?k=49,https://maps.amsterdam.nl/functiekaart,FUNCTIEKAART,PointDS,ObjectDS,Niet-woonfuncties (Functiekaart),"Update: BAG-dataset 19 januari 2026.
Er zijn geen historische Functiekaarten beschikbaar.


De Functiekaart is gebaseerd op het Gebruiksdoel, de WOZ-objectsoort en de gebruiksoppervlaktes in de dataset van de BAG-verblijfsobjecten.
De Functiekaart laat alleen de niet-woonfuncties zien. De Functiemix geeft de combinatie met de woonfuncties weer.

De Functiekaart is geen officiële basisregistratie en is bedoeld voor planologische analyses en niet voor handhavings- of toetsingsdoeleinden. 

De kaart heeft `eigen` Functies die afgeleid zijn van het BAG-gebruiksdoel en de WOZ-objectsoort. In de meeste gevallen komen het Gebruiksdoel en de Objectsoort met elkaar overeen, maar het komt ook regelmatig voor dat ze elkaar tegenspreken. Ook kunnen er meerdere gebruiksdoelen en/of meerdere objectsoorten bij een verblijfsobject (hoofdadres) zijn geregistreerd. In veel van die gevallen is via panoramabeelden bekeken welke functie het betreft. 


Terugmeldingen zijn zeer welkom

Bij aanklikken van een locatie op de kaart verschijnt informatie over de Functie. Als een Functie volgens u niet klopt, kunt u dit terugmelden via een formulier.


Uitgezonderde functies

Woonzorg-complexen zoals verzorgings-, verpleeg- en opvanghuizen zijn aangemerkt als woonfunctie en niet als voorziening en staan daarom niet op deze Functiekaart van niet-woonfuncties. Dit geldt ook voor gemeenschappelijke (bijeenkomst)ruimtes, of een atelier van bewoner(s) in bv. een appartementencomplex.
Adressen met parkeer- en transportfuncties (b.v. garages en metrostation-ingangen, vaak ondergrondse gebouwen voor opslag van auto`s of doorstroming van mensen), maar ook andere onbemensde functies zijn lastig als wonen, werken of voorziening te kwalificeren en zijn daarom achterwege gelaten.

Wat komt nog meer niet in de Functiekaart?


Adressen met Status = Verbouwing of Buiten gebruik of Gevormd. De Status moet dus zijn In gebruik (wel of niet ingemeten).

WOZ-objectsoort bevat `in aanbouw` of `bouwterrein`.

Gebruiksoppervlaktes kleiner dan 10m2.

Gebruiksoppervlaktes kleiner dan 100m2 bij Gebruiksdoel = overige gebruiksfuncties en Objectsoort = leeg of opstal of Opslag/magazijn.

Gebruiksoppervlaktes kleiner dan 100m2 bij Gebruiksdoel = industriefuncties en Objectsoort = Opslag/magazijn.

Een paar duizend adressen die onduidelijk waren, zijn handmatig gecheckt op de panoramabeelden en via Google en op die manier is er een Functie toegekend.
Tip: Activeer de onderste knop van de knoppenbalk rechts van de kaart en klik dan op een pand. Alle adressen in dat pand verschijnen, met ook het meest recente Gebruiksdoel en de WOZ-objectsoort en de Functie zoals op deze kaart.",https://maps.amsterdam.nl/functiekaart,PointDS,ObjectDS,"Geometry: The dataset contains point geometries (32,995 points) representing individual non-residential function locations based on BAG-verblijfsobjecten addresses, confirmed by the geometry_type_counts. | Entity: The map points represent individual non-residential function locations (business, office, cultural, etc.) identified by BAG object IDs. These are discrete, identifiable real-world facilities or managed places. Although numeric attributes like usage surface area and count exist, the map is fundamentally an object catalog rather than an amount map or a measurement/coverage layer.","The dataset contains point geometries (32,995 points) representing individual non-residential function locations based on BAG-verblijfsobjecten addresses, confirmed by the geometry_type_counts.","The map points represent individual non-residential function locations (business, office, cultural, etc.) identified by BAG object IDs. These are discrete, identifiable real-world facilities or managed places. Although numeric attributes like usage surface area and count exist, the map is fundamentally an object catalog rather than an amount map or a measurement/coverage layer.",Region Q7 ObjectDS,,1.0,1.0,1.0,V4_NEWDATA_gemini
26,Functiemix,Function mix,https://maps.amsterdam.nl/open_geodata/?k=310,https://maps.amsterdam.nl/functiemix,FUNCTIEMIX,PlainVectorRegion,PatchDS;AmountDS,Functiemix,"Update: BAG-dataset 12 juli 2022


De Functiemix is gebaseerd op de Functiekaart.
De functies in de Functiekaart zijn gecategoriseerd als Voorzieningen of Werken. Onduidelijke en Onbemensde functies doen niet mee. De BAG-woonverblijfsobjecten zijn toegevoegd als Wonen.
Per blokstraat zijn de gebruiksoppervlaktes per categorie bij elkaar opgeteld, waarna de percentages zijn berekend.

Als meer dan 70% van de gebruiksoppervlakte in een blokstraat bestaat uit Wonen, dan is dit op de kaart aangegeven in de Wonen-kleur. Hetzelfde geldt voor 70% Voorzieningen en 70% Werken.

Voor een mix van twee functies geldt dat er minder dan 15% van de derde functie aanwezig is een blokstraat. Bijvoorbeeld: Wonen-Voorzieningen geldt als er voor geen van beide functies meer dan 70% is en er minder dan 15% Werken is.

Het restant is dan de mix van de 3 functies Wonen-Voorzieningen-Werken: geen van deze heeft meer dan 70% en ook niet minder dan 15%.


Wonen boven voorzieningen en werken

Er wordt regelmatig gewoond boven voorzieningen en (kleinere) werkfuncties. De oppervlakte voor Wonen overheerst daardoor de oppervlaktes voor Voorzieningen en Werken. De mix van functies komt daardoor niet goed uit de (kaart)verf: veel blokstraten bevatten meer dan 70% wonen, terwijl een paar voorzieningen of bedrijven al een behoorlijke andere beleving geven in een straat.
Daarom is de oppervlakte voor Wonen met 50% verminderd alvorens de percentages zijn berekend. Hierdoor wordt meer de op straat ervaren functiemix weergegeven.
De getoonde gebruiksoppervlakte voor Wonen in het infovenstertje bij aanklikken, is dus 50% van de werkelijke oppervlakte.

Als de oppervlakte in de BAG = 1, dan is de oppervlakte onbekend. In die gevallen is 50m2 toegekend, om de functie niet geheel te verliezen. 


Wat is een blokstraat?

Een bouwblok bestaat meestal uit 4 straatzijden, die qua functies veel kunnen verschillen. Een bouwblok heeft een bouwblokcode en een straat heeft een straatnaam. De combinatie daarvan geeft dan 4 Bouwblokstraatnamen.

Bekijk hier de Functiekaart.",https://maps.amsterdam.nl/functiemix,VectorTessellation,CoverageDS,"Geometry: The dataset represents 'blokstraten' (block-streets) across the city, which are spatial units created for statistical analysis and function mix classification. These units cover the area in a systematic way to partition the city into logical zones, fitting the definition of a VectorTessellation. | Entity: The map depicts 'Functiemix' (function mix), a full-area thematic classification of city building blocks based on categories like residential, amenities, and work. Since it provides an exhaustive classification covering the entire area using categorized polygons, it fits the definition of a coverage dataset.","The dataset represents 'blokstraten' (block-streets) across the city, which are spatial units created for statistical analysis and function mix classification. These units cover the area in a systematic way to partition the city into logical zones, fitting the definition of a VectorTessellation.","The map depicts 'Functiemix' (function mix), a full-area thematic classification of city building blocks based on categories like residential, amenities, and work. Since it provides an exhaustive classification covering the entire area using categorized polygons, it fits the definition of a coverage dataset.",Region Q5 CoverageDS,,0.925,0.95,0.9,V4_NEWDATA_gemini
27,Wijken,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=200,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents neighborhood combinations (Buurtcombinaties), which are administrative regions that form a complete partition of Amsterdam. The high shared_boundary_ratio and the nature of the data confirm it is a tessellation. | Entity: The dataset maps administrative divisions of Amsterdam, including neighborhoods (buurten), districts (wijken), and city districts (stadsdelen), which serve as statistical reporting and management units.","The dataset represents neighborhood combinations (Buurtcombinaties), which are administrative regions that form a complete partition of Amsterdam. The high shared_boundary_ratio and the nature of the data confirm it is a tessellation.","The dataset maps administrative divisions of Amsterdam, including neighborhoods (buurten), districts (wijken), and city districts (stadsdelen), which serve as statistical reporting and management units.",Region Q4 LatticeDS,,1.0,1.0,1.0,V4_NEWDATA_gemini
28,Wijken excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=201,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents neighborhood boundaries in Amsterdam, which are administrative units that partition the city area, fitting the definition of a VectorTessellation. | Entity: The dataset represents administrative subdivisions (neighborhoods, districts, areas) used for aggregation and reporting. This fits the definition of LatticeDS.","The dataset represents neighborhood boundaries in Amsterdam, which are administrative units that partition the city area, fitting the definition of a VectorTessellation.","The dataset represents administrative subdivisions (neighborhoods, districts, areas) used for aggregation and reporting. This fits the definition of LatticeDS.",Region Q4 LatticeDS,,1.0,1.0,1.0,V4_NEWDATA_gemini
29,Buurten,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=198,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents neighborhood administrative boundaries, which form a complete partition of the city of Amsterdam. High shared boundary ratio and topological indicators confirm it is a tessellation. | Entity: The dataset maps administrative and statistical sub-units ('Buurten' - neighborhoods, 'Wijken' - districts, 'Gebieden' - areas, 'Stadsdelen' - boroughs) of Amsterdam. These are classic reporting units used for spatial aggregation and indexing.","The dataset represents neighborhood administrative boundaries, which form a complete partition of the city of Amsterdam. High shared boundary ratio and topological indicators confirm it is a tessellation.","The dataset maps administrative and statistical sub-units ('Buurten' - neighborhoods, 'Wijken' - districts, 'Gebieden' - areas, 'Stadsdelen' - boroughs) of Amsterdam. These are classic reporting units used for spatial aggregation and indexing.",Region Q4 LatticeDS,,1.0,1.0,1.0,V4_NEWDATA_gemini
30,Buurten excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=199,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents neighborhood boundaries, which form a complete administrative partition of Amsterdam. The high shared boundary ratio and topological indicators confirm it functions as a vector tessellation. | Entity: The dataset maps administrative divisions of Amsterdam (neighborhoods, districts), which are classic reporting and statistical units used for aggregation and indexing. This aligns perfectly with the definition of LatticeDS.","The dataset represents neighborhood boundaries, which form a complete administrative partition of Amsterdam. The high shared boundary ratio and topological indicators confirm it functions as a vector tessellation.","The dataset maps administrative divisions of Amsterdam (neighborhoods, districts), which are classic reporting and statistical units used for aggregation and indexing. This aligns perfectly with the definition of LatticeDS.",Region Q4 LatticeDS,,1.0,1.0,1.0,V4_NEWDATA_gemini
31,Stadsdelen,City districts,https://maps.amsterdam.nl/open_geodata/?k=202,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents city districts (Stadsdelen), which partition Amsterdam into complete non-overlapping administrative areas. The polygon topology hints confirm a high degree of shared boundaries, supporting a tessellation classification. | Entity: The dataset represents city districts (Stadsdelen), which are administrative and reporting units used for the management and statistical aggregation of urban data in Amsterdam. As they represent official administrative subdivisions, they fall directly into the LatticeDS category.","The dataset represents city districts (Stadsdelen), which partition Amsterdam into complete non-overlapping administrative areas. The polygon topology hints confirm a high degree of shared boundaries, supporting a tessellation classification.","The dataset represents city districts (Stadsdelen), which are administrative and reporting units used for the management and statistical aggregation of urban data in Amsterdam. As they represent official administrative subdivisions, they fall directly into the LatticeDS category.",Region Q4 LatticeDS,,1.0,1.0,1.0,V4_NEWDATA_gemini
32,Stadsdelen excl.water,City districts excl.water,https://maps.amsterdam.nl/open_geodata/?k=203,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents 'Stadsdelen' (city districts) which are administrative areas that partition the municipality of Amsterdam, fitting the definition of a VectorTessellation. | Entity: The map layer represents administrative city districts (Stadsdelen) of Amsterdam. These are administrative units used to partition and report on the city area, fitting the definition of LatticeDS.","The dataset represents 'Stadsdelen' (city districts) which are administrative areas that partition the municipality of Amsterdam, fitting the definition of a VectorTessellation.","The map layer represents administrative city districts (Stadsdelen) of Amsterdam. These are administrative units used to partition and report on the city area, fitting the definition of LatticeDS.",Region Q4 LatticeDS,,0.975,0.95,1.0,V4_NEWDATA_gemini
33,22 Gebieden,22 Areas,https://maps.amsterdam.nl/open_geodata/?k=204,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents administrative areas (Gebieden) of Amsterdam, forming a complete partition of the city. The high shared boundary ratio and adjacency confirm this is a VectorTessellation. | Entity: The map layer represents administrative areas (Buurten, Wijken, Gebieden, Stadsdelen) of Amsterdam. These are clear reporting and administrative units used to aggregate and organize geographic data, which falls squarely under the LatticeDS classification.","The dataset represents administrative areas (Gebieden) of Amsterdam, forming a complete partition of the city. The high shared boundary ratio and adjacency confirm this is a VectorTessellation.","The map layer represents administrative areas (Buurten, Wijken, Gebieden, Stadsdelen) of Amsterdam. These are clear reporting and administrative units used to aggregate and organize geographic data, which falls squarely under the LatticeDS classification.",Region Q4 LatticeDS,,1.0,1.0,1.0,V4_NEWDATA_gemini
34,22 Gebieden excl.water,22 Areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=205,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents administrative divisions (Gebieden) of Amsterdam, which partition the study area into non-overlapping, contiguous polygons. This is a classic example of a spatial tessellation. | Entity: The map layer represents administrative areas (Gebieden, Stadsdelen, Wijken, Buurten) used for geographic division and reporting, which is a classic application for LatticeDS as identified in the decision tree.","The dataset represents administrative divisions (Gebieden) of Amsterdam, which partition the study area into non-overlapping, contiguous polygons. This is a classic example of a spatial tessellation.","The map layer represents administrative areas (Gebieden, Stadsdelen, Wijken, Buurten) used for geographic division and reporting, which is a classic application for LatticeDS as identified in the decision tree.",Region Q4 LatticeDS,,1.0,1.0,1.0,V4_NEWDATA_gemini
35,25 Praktijkgebieden,25 Practice areas,https://maps.amsterdam.nl/open_geodata/?k=268,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents a formal administrative partition of Amsterdam into 25 practice areas. The high shared boundary ratio and lack of overlaps confirm a tessellation structure covering the city. | Entity: The map depicts administrative subdivisions (Buurten, Wijken, Gebieden, Stadsdelen) of Amsterdam. These polygons serve as reporting and administrative units used to organize the territory, which aligns directly with the definition of a LatticeDS.",The dataset represents a formal administrative partition of Amsterdam into 25 practice areas. The high shared boundary ratio and lack of overlaps confirm a tessellation structure covering the city.,"The map depicts administrative subdivisions (Buurten, Wijken, Gebieden, Stadsdelen) of Amsterdam. These polygons serve as reporting and administrative units used to organize the territory, which aligns directly with the definition of a LatticeDS.",Region Q4 LatticeDS,,1.0,1.0,1.0,V4_NEWDATA_gemini
36,25 Praktijkgebieden excl.water,25 Practice areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=269,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The dataset represents administrative 'practice areas' (Gebieden) that partition the city of Amsterdam. These are contiguous, non-overlapping polygonal regions that form a complete coverage of the study area, fitting the definition of a VectorTessellation. | Entity: The map layer represents 'Gebieden' (areas), which are administrative/reporting units defined by Amsterdam for spatial subdivision (Buurten, Wijken, Stadsdelen). Since these polygons function as standard reporting and statistical units for city administration, they fall squarely under LatticeDS.","The dataset represents administrative 'practice areas' (Gebieden) that partition the city of Amsterdam. These are contiguous, non-overlapping polygonal regions that form a complete coverage of the study area, fitting the definition of a VectorTessellation.","The map layer represents 'Gebieden' (areas), which are administrative/reporting units defined by Amsterdam for spatial subdivision (Buurten, Wijken, Stadsdelen). Since these polygons function as standard reporting and statistical units for city administration, they fall squarely under LatticeDS.",Region Q4 LatticeDS,,1.0,1.0,1.0,V4_NEWDATA_gemini
