OBJECTNUMMER;Initiatiefnemer;Activiteit;Sector;Jaar;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
15;"Ajax Experience centre";"winkel";"Cultuur";2011;"POINT(4.8978321,52.3660056)";"POINT(52.3660056,4.8978321)";4.8978321;52.3660056;
16;"Anne Frank Stichting";"tijdelijke tentoonstelling";"Cultuur";2011;"POINT(4.7842181,52.3597533)";"POINT(52.3597533,4.7842181)";4.7842181;52.3597533;
17;"Filmmakers";"bedrijfsruimte";"Cultuur";2008;"POINT(4.8613799,52.3712546)";"POINT(52.3712546,4.8613799)";4.8613799;52.3712546;
18;"Body Worlds";"tijdelijke tentoonstelling";"Cultuur";2011;"POINT(4.8723929,52.336846)";"POINT(52.336846,4.8723929)";4.8723929;52.336846;
19;"Bos Theaterproducties";"kantoor";"Cultuur";2012;"POINT(4.9358952,52.3659407)";"POINT(52.3659407,4.9358952)";4.9358952;52.3659407;
20;"Cinekid";"festival";"Cultuur";2012;"POINT(4.9023802,52.383721)";"POINT(52.383721,4.9023802)";4.9023802;52.383721;
23;"Corpus Acrobatics Theatre";"theater";"Cultuur";2011;"POINT(4.8542449,52.3806082)";"POINT(52.3806082,4.8542449)";4.8542449;52.3806082;
24;"Danswerkplaats";"dans";"Cultuur";2010;"POINT(4.9217942,52.3825995)";"POINT(52.3825995,4.9217942)";4.9217942;52.3825995;
25;"Doina Kraal";"atelier kunstenaar";"Cultuur";2011;"POINT(4.8941991,52.3561827)";"POINT(52.3561827,4.8941991)";4.8941991;52.3561827;
27;"Erik Verheggen";"fotografie";"Cultuur";2010;"POINT(4.788059,52.3471572)";"POINT(52.3471572,4.788059)";4.788059;52.3471572;
28;"Locatie voor filmopname";"tijdelijke filmlocatie";"Cultuur";2008;"POINT(4.8340752,52.3580557)";"POINT(52.3580557,4.8340752)";4.8340752;52.3580557;
29;"Flamenkika";"dans";"Cultuur";2010;"POINT(4.9305489,52.3577735)";"POINT(52.3577735,4.9305489)";4.9305489;52.3577735;
30;"Holland Festival";"tijdelijke theater productie";"Cultuur";2011;"POINT(4.8748448,52.3371131)";"POINT(52.3371131,4.8748448)";4.8748448;52.3371131;
31;"Jake Dance Factory";"dans";"Cultuur";2010;"POINT(4.9450538,52.3491942)";"POINT(52.3491942,4.9450538)";4.9450538;52.3491942;
32;"Jong Rast";"intercultureel theater";"Cultuur";2010;"POINT(4.853194,52.3800589)";"POINT(52.3800589,4.853194)";4.853194;52.3800589;
33;"Museumproject";"";"Cultuur";2008;"POINT(4.8550069,52.3659712)";"POINT(52.3659712,4.8550069)";4.8550069;52.3659712;
34;"Nederlands Strijkkwartet Academie";"";"Cultuur";2010;"POINT(4.9305918,52.3575064)";"POINT(52.3575064,4.9305918)";4.9305918;52.3575064;
35;"Nederlands Kamerkoor";"";"Cultuur";2012;"POINT(4.938453,52.3597991)";"POINT(52.3597991,4.938453)";4.938453;52.3597991;
36;"Nederlands Philharmonisch Orkest";"";"Cultuur";2012;"POINT(4.9385931,52.359841)";"POINT(52.359841,4.9385931)";4.9385931;52.359841;
37;"Urban Art Fair";"Galerie";"Cultuur";2009;"POINT(4.8522499,52.3721739)";"POINT(52.3721739,4.8522499)";4.8522499;52.3721739;
38;"Radio Zamaneh";"Perzisch radiostation";"Cultuur";2010;"POINT(4.9245942,52.3617026)";"POINT(52.3617026,4.9245942)";4.9245942;52.3617026;
39;"Splendor";"muziek";"Cultuur";2013;"POINT(4.9031498,52.3698546)";"POINT(52.3698546,4.9031498)";4.9031498;52.3698546;
40;"Soundscape Music";"Muziek en Sound design";"Cultuur";2012;"POINT(4.8731391,52.3858344)";"POINT(52.3858344,4.8731391)";4.8731391;52.3858344;
42;"tijdelijke tentoonstelling";"tijdelijke tentoonstellingsruimte";"Cultuur";2009;"POINT(4.8971708,52.3748633)";"POINT(52.3748633,4.8971708)";4.8971708;52.3748633;
43;"Tuk Tuk en GVB";"";"Cultuur";2009;"POINT(4.921303,52.3691565)";"POINT(52.3691565,4.921303)";4.921303;52.3691565;
44;"Galerie Bettenhausen";"galerie";"Cultuur";2008;"POINT(4.9309161,52.3706175)";"POINT(52.3706175,4.9309161)";4.9309161;52.3706175;
45;"tijdelijke opslag voor Het Ketelhuis";"";"Cultuur";2012;"POINT(4.8753598,52.3866011)";"POINT(52.3866011,4.8753598)";4.8753598;52.3866011;
46;"City Camp";"tijdelijke camperplaats";"Leisure in- en outdoor";2012;"POINT(4.9013421,52.3986594)";"POINT(52.3986594,4.9013421)";4.9013421;52.3986594;
47;"Opium voor het Volk";"voorstelling";"Cultuur";2009;"POINT(4.8935878,52.37106)";"POINT(52.37106,4.8935878)";4.8935878;52.37106;
48;"Klene drop commercial";"commercial";"Kantoor, bedrijf en winkel";2011;"POINT(4.9215262,52.3828169)";"POINT(52.3828169,4.9215262)";4.9215262;52.3828169;
49;"Horecatram";"horeca in tram";"Horeca";2011;"POINT(4.8388822,52.3865553)";"POINT(52.3865553,4.8388822)";4.8388822;52.3865553;
50;"Christian City Church";"Kerkgemeenschap";"Religie";2011;"POINT(4.9520042,52.2966391)";"POINT(52.2966391,4.9520042)";4.9520042;52.2966391;
51;"Gods Embassy";"Religieus genootschap";"Religie";2010;"POINT(4.9300659,52.3275954)";"POINT(52.3275954,4.9300659)";4.9300659;52.3275954;
52;"Maitreya Instituut Amsterdam";"Instituut voor Tibettaans Boedhisme";"Religie";2009;"POINT(4.9105399,52.3581091)";"POINT(52.3581091,4.9105399)";4.9105399;52.3581091;
53;"Stichting Yaa-Ghaus";"Moskee";"Religie";2008;"POINT(4.8044498,52.3780371)";"POINT(52.3780371,4.8044498)";4.8044498;52.3780371;
54;"Wat Thai Tempel";"Religielocatie";"Religie";2009;"POINT(4.9075968,52.3511397)";"POINT(52.3511397,4.9075968)";4.9075968;52.3511397;
55;"Aletta";"instituut voor vrouwengeschiedenis";"Onderwijs";2011;"POINT(4.8929441,52.3660094)";"POINT(52.3660094,4.8929441)";4.8929441;52.3660094;
57;"Barlaeus Gymnasium";"tijdelijke locatie";"Onderwijs";2008;"POINT(4.8806488,52.3660857)";"POINT(52.3660857,4.8806488)";4.8806488;52.3660857;
58;"THNK";"";"Kantoor, bedrijf en winkel";2012;"POINT(4.8648879,52.389424)";"POINT(52.389424,4.8648879)";4.8648879;52.389424;
59;"THNK";"Amsterdam school of Creative Leadership";"Onderwijs";2012;"POINT(4.8751399,52.3865744)";"POINT(52.3865744,4.8751399)";4.8751399;52.3865744;
60;"Tekst & Pastei";"charcuterie";"Kantoor, bedrijf en winkel";2010;"POINT(4.8818371,52.3524405)";"POINT(52.3524405,4.8818371)";4.8818371;52.3524405;
61;"Ralph Lauren event";"fashion event";"Kantoor, bedrijf en winkel";2011;"POINT(4.8976538,52.3704154)";"POINT(52.3704154,4.8976538)";4.8976538;52.3704154;
62;"MTNL";"produceert multiculturele tv-programma\'s voor lokale, regionale en landelijke publieke omroepen.";"Kantoor, bedrijf en winkel";2009;"POINT(4.920748,52.3506018)";"POINT(52.3506018,4.920748)";4.920748;52.3506018;
63;"MC BEAM";"motorclub voor berijders van Europese en Amerikaanse motoren";"Kantoor, bedrijf en winkel";2009;"POINT(4.8539722,52.3584143)";"POINT(52.3584143,4.8539722)";4.8539722;52.3584143;
64;"IDFA T-Visionarium";"filmfestival";"Cultuur";2009;"POINT(4.899781,52.37032)";"POINT(52.37032,4.899781)";4.899781;52.37032;
65;"Beeldend gesproken";"kunstuitleen";"Cultuur";2011;"POINT(4.8660738,52.3649298)";"POINT(52.3649298,4.8660738)";4.8660738;52.3649298;
66;"Paintball jungle";"paintball center";"Leisure in- en outdoor";2012;"POINT(4.7944858,52.487805)";"POINT(52.487805,4.7944858)";4.7944858;52.487805;
67;"de Vrije Werkplek";"werkplek voor creatieven";"Kantoor, bedrijf en winkel";2012;"POINT(4.8846881,52.3652121)";"POINT(52.3652121,4.8846881)";4.8846881;52.3652121;
68;"Teamstages";"stagebureau";"Kantoor, bedrijf en winkel";2011;"POINT(4.9332311,52.3376128)";"POINT(52.3376128,4.9332311)";4.9332311;52.3376128;
69;"Studio Salve";" Service in Audio, Lighting and Visual productions in Every way";"Kantoor, bedrijf en winkel";2010;"POINT(4.8269832,52.3802802)";"POINT(52.3802802,4.8269832)";4.8269832;52.3802802;
70;"Strawberry Earth";"duurzaam filmfestival";"Kantoor, bedrijf en winkel";2012;"POINT(4.8744771,52.3633162)";"POINT(52.3633162,4.8744771)";4.8744771;52.3633162;
72;"Stoel de Munk";"bedenkt, ontwerpt en realiseert online concepten.";"Kantoor, bedrijf en winkel";2012;"POINT(4.9115269,52.3590018)";"POINT(52.3590018,4.9115269)";4.9115269;52.3590018;
73;"Stichting Secret Garden";"Stichting van homo-/bi-seksuelen/lesbische/transgender moslims en sympathisanten";"Maatschappelijk";2010;"POINT(4.905556,52.3720633)";"POINT(52.3720633,4.905556)";4.905556;52.3720633;
74;"Stichting Kritisch Denken";"stichting";"Kantoor, bedrijf en winkel";2011;"POINT(4.8891919,52.3543746)";"POINT(52.3543746,4.8891919)";4.8891919;52.3543746;
75;"Stichting Hardhoofd";"kunst tijdschrift";"Kantoor, bedrijf en winkel";2011;"POINT(4.881295,52.3559615)";"POINT(52.3559615,4.881295)";4.881295;52.3559615;
76;"Stichting Gered Gereedschap";"zamelt gereedschap in voor ontwikkelingslanden";"Kantoor, bedrijf en winkel";2010;"POINT(4.876776,52.3961379)";"POINT(52.3961379,4.876776)";4.876776;52.3961379;
77;"Stichting Doetank";" wetenschappelijk en artistiek collectief voor onderzoek, interventie & ondersteuning";"Kantoor, bedrijf en winkel";2011;"POINT(4.8269031,52.3802191)";"POINT(52.3802191,4.8269031)";4.8269031;52.3802191;
78;"Skylines";"Internet start-up bedrijf in real time foto\'s";"Kantoor, bedrijf en winkel";2012;"POINT(4.8956101,52.3735472)";"POINT(52.3735472,4.8956101)";4.8956101;52.3735472;
79;"Ruud Maaz";"biologische online supermarkt";"Kantoor, bedrijf en winkel";2010;"POINT(4.9352372,52.3474318)";"POINT(52.3474318,4.9352372)";4.9352372;52.3474318;
80;"Rough Cookie";"mobiele game ontwikkelaar";"Kantoor, bedrijf en winkel";2011;"POINT(4.888838,52.4053275)";"POINT(52.4053275,4.888838)";4.888838;52.4053275;
81;"Rentesolex";"elektrische fietsenverhuur";"Kantoor, bedrijf en winkel";2011;"POINT(4.8853481,52.3819548)";"POINT(52.3819548,4.8853481)";4.8853481;52.3819548;
82;"Rapenburg Plaza";"lichtontwerp";"Kantoor, bedrijf en winkel";2009;"POINT(4.892832,52.3866736)";"POINT(52.3866736,4.892832)";4.892832;52.3866736;
83;"Pixelhobby";"";"Kantoor, bedrijf en winkel";2010;"POINT(5.1638801,52.7355811)";"POINT(52.7355811,5.1638801)";5.1638801;52.7355811;
84;"Pink Rabbit";"film en fotografie";"Kantoor, bedrijf en winkel";2011;"POINT(4.883539,52.3781516)";"POINT(52.3781516,4.883539)";4.883539;52.3781516;
85;"Picnic";"festival";"Kantoor, bedrijf en winkel";2009;"POINT(4.9220359,52.3768698)";"POINT(52.3768698,4.9220359)";4.9220359;52.3768698;
86;"Oil and Vinegar";"winkel";"Kantoor, bedrijf en winkel";2012;"POINT(4.8768299,52.3479773)";"POINT(52.3479773,4.8768299)";4.8768299;52.3479773;
87;"Neef Louis";"vintage design en meubels";"Kantoor, bedrijf en winkel";2011;"POINT(4.9045899,52.3975684)";"POINT(52.3975684,4.9045899)";4.9045899;52.3975684;
88;"Monster Swell";"ICT";"Kantoor, bedrijf en winkel";2008;"POINT(4.9036062,52.3828475)";"POINT(52.3828475,4.9036062)";4.9036062;52.3828475;
89;"MOCCA";"expertisenetwerk cultuur educatie";"Kantoor, bedrijf en winkel";2009;"POINT(4.884125,52.3632552)";"POINT(52.3632552,4.884125)";4.884125;52.3632552;
90;"Mirck Architecture";"architectenbureau";"Kantoor, bedrijf en winkel";2009;"POINT(4.8899972,52.3792578)";"POINT(52.3792578,4.8899972)";4.8899972;52.3792578;
91;"Mijn naam is Haas";"kinderspeelgoed";"Kantoor, bedrijf en winkel";2011;"POINT(4.8956592,52.3735854)";"POINT(52.3735854,4.8956592)";4.8956592;52.3735854;
92;"Miedzynami BV";"galerie";"Kantoor, bedrijf en winkel";2010;"POINT(4.8894331,52.3539397)";"POINT(52.3539397,4.8894331)";4.8894331;52.3539397;
93;"Macbike";"fietsverhuur";"Kantoor, bedrijf en winkel";2011;"POINT(4.902354,52.3670661)";"POINT(52.3670661,4.902354)";4.902354;52.3670661;
94;"Little Chicken";"game company";"Kantoor, bedrijf en winkel";2010;"POINT(4.8944251,52.359307)";"POINT(52.359307,4.8944251)";4.8944251;52.359307;
95;"Letterenfonds";"promotor van Nederlandse literatuur";"Kantoor, bedrijf en winkel";2012;"POINT(4.9084051,52.3640868)";"POINT(52.3640868,4.9084051)";4.9084051;52.3640868;
96;"Laptop Lounge";"";"Kantoor, bedrijf en winkel";2012;"POINT(4.9336331,52.3630454)";"POINT(52.3630454,4.9336331)";4.9336331;52.3630454;
98;"Landmarkt";"winkel";"Kantoor, bedrijf en winkel";2011;"POINT(4.9673378,52.3811576)";"POINT(52.3811576,4.9673378)";4.9673378;52.3811576;
100;"LAgroup ";"adviesbureau";"Kantoor, bedrijf en winkel";2011;"POINT(4.928612,52.3675238)";"POINT(52.3675238,4.928612)";4.928612;52.3675238;
101;"CASA Architecten";"";"Kantoor, bedrijf en winkel";2012;"POINT(4.8595669,52.3842665)";"POINT(52.3842665,4.8595669)";4.8595669;52.3842665;
102;"House of Arts & Crafts";"schoenenontwerper";"Kantoor, bedrijf en winkel";2008;"POINT(4.9053118,52.3712508)";"POINT(52.3712508,4.9053118)";4.9053118;52.3712508;
103;"JAN inc";"ontwerpbureau";"Kantoor, bedrijf en winkel";2010;"POINT(4.908633,52.3687369)";"POINT(52.3687369,4.908633)";4.908633;52.3687369;
104;"Mexs design";"grafische vormgeving";"Kantoor, bedrijf en winkel";2012;"POINT(4.9143379,52.3495642)";"POINT(52.3495642,4.9143379)";4.9143379;52.3495642;
105;"4Action";"Actief Operationeel Management en Leiderschap.";"Kantoor, bedrijf en winkel";2011;"POINT(4.8563988,52.3571021)";"POINT(52.3571021,4.8563988)";4.8563988;52.3571021;
106;"J.C. Herman";"pottenbakkerij";"Kantoor, bedrijf en winkel";2011;"POINT(4.8957779,52.3730857)";"POINT(52.3730857,4.8957779)";4.8957779;52.3730857;
107;"Instituut voor Filosofie";"instituut";"Kantoor, bedrijf en winkel";2010;"POINT(4.8827951,52.3538558)";"POINT(52.3538558,4.8827951)";4.8827951;52.3538558;
108;"ONLM";"stichting onafhankelijke nieuwsdienst lokale media";"Kantoor, bedrijf en winkel";2009;"POINT(4.8945191,52.3745123)";"POINT(52.3745123,4.8945191)";4.8945191;52.3745123;
109;"Studio MHL";"Sieraden";"Kantoor, bedrijf en winkel";2011;"POINT(4.85129,52.3659636)";"POINT(52.3659636,4.85129)";4.85129;52.3659636;
110;"IDFA";"filmfestival";"Kantoor, bedrijf en winkel";2009;"POINT(4.8981931,52.35978)";"POINT(52.35978,4.8981931)";4.8981931;52.35978;
111;"ID&T";"entertainment industrie";"Kantoor, bedrijf en winkel";2011;"POINT(4.9384191,52.3104674)";"POINT(52.3104674,4.9384191)";4.9384191;52.3104674;
112;"het Ketelhuis";"Bioscoop";"Cultuur";2012;"POINT(4.8740718,52.3864905)";"POINT(52.3864905,4.8740718)";4.8740718;52.3864905;
113;"Hagg en van Koesveld";"advocatenkantoor";"Kantoor, bedrijf en winkel";2009;"POINT(4.884866,52.3747832)";"POINT(52.3747832,4.884866)";4.884866;52.3747832;
114;"Galerie Ra/ het Sieradenmuseum";"galerie";"Cultuur";2010;"POINT(4.8933551,52.3696066)";"POINT(52.3696066,4.8933551)";4.8933551;52.3696066;
115;"Fulbright Center";"centrum voor studeren in de VS";"Kantoor, bedrijf en winkel";2010;"POINT(4.8929388,52.3844039)";"POINT(52.3844039,4.8929388)";4.8929388;52.3844039;
116;"Freedom Experience";"life coaching";"Maatschappelijk";2011;"POINT(4.852422,52.3933913)";"POINT(52.3933913,4.852422)";4.852422;52.3933913;
117;"Folkertsma Stichting";"Joodse stichting";"Kantoor, bedrijf en winkel";2010;"POINT(4.9085681,52.3713805)";"POINT(52.3713805,4.9085681)";4.9085681;52.3713805;
118;"Car2go";"";"Kantoor, bedrijf en winkel";2011;"POINT(4.887398,52.3702017)";"POINT(52.3702017,4.887398)";4.887398;52.3702017;
119;"Fairground Sessions";"MVO in ontwikkelingslanden";"Kantoor, bedrijf en winkel";2010;"POINT(4.8819072,52.3780104)";"POINT(52.3780104,4.8819072)";4.8819072;52.3780104;
120;"European Cultural Foundation";"Stichting die europese cultuur in europa promoot";"Kantoor, bedrijf en winkel";2010;"POINT(4.8688118,52.3520362)";"POINT(52.3520362,4.8688118)";4.8688118;52.3520362;
122;"De Fietsfabriek";"fietsenwinkel fabriek";"Kantoor, bedrijf en winkel";2010;"POINT(4.9212902,52.3823859)";"POINT(52.3823859,4.9212902)";4.9212902;52.3823859;
123;"de Dakdokters";"specialisten op het gebied van groene daken, daktuinen, dakterrassen en dakarchitectuur";"Kantoor, bedrijf en winkel";2012;"POINT(4.913903,52.3330886)";"POINT(52.3330886,4.913903)";4.913903;52.3330886;
124;"de Blauwe Duim";"gereedschap uitleen";"Kantoor, bedrijf en winkel";2011;"POINT(4.8738582,52.3843276)";"POINT(52.3843276,4.8738582)";4.8738582;52.3843276;
125;"de Beeldhouwwinkel";"";"Kantoor, bedrijf en winkel";2009;"POINT(4.8892701,52.3842703)";"POINT(52.3842703,4.8892701)";4.8892701;52.3842703;
126;"Curious";"Hotel Internet Marketing";"Kantoor, bedrijf en winkel";2010;"POINT(4.8487198,52.3495146)";"POINT(52.3495146,4.8487198)";4.8487198;52.3495146;
127;"CPNB";"Stichting Lezen, de Collectieve Propaganda van het Nederlandse Boek Stichting Lezen, de Collectieve ";"Cultuur";2010;"POINT(4.8883851,52.3757483)";"POINT(52.3757483,4.8883851)";4.8883851;52.3757483;
128;"COC Nederland";"Homobelangen organisatie";"Maatschappelijk";2011;"POINT(4.9039042,52.36649)";"POINT(52.36649,4.9039042)";4.9039042;52.36649;
129;"Circus Family BV";"audiovisual design studio";"Kantoor, bedrijf en winkel";2011;"POINT(4.9539812,52.3704497)";"POINT(52.3704497,4.9539812)";4.9539812;52.3704497;
130;"Kunstige Kunst";"cadeauwinkel";"Kantoor, bedrijf en winkel";2010;"POINT(5.2205441,52.3359038)";"POINT(52.3359038,5.2205441)";5.2205441;52.3359038;
131;"Cambium meubels";"";"Kantoor, bedrijf en winkel";2011;"POINT(4.7719181,52.5004584)";"POINT(52.5004584,4.7719181)";4.7719181;52.5004584;
132;"Bureau Donald";"grafisch ontwerp";"Kantoor, bedrijf en winkel";2011;"POINT(4.9362829,52.3651816)";"POINT(52.3651816,4.9362829)";4.9362829;52.3651816;
134;"BNSP";"beroepsvereniging stedenbouwkundigen";"Kantoor, bedrijf en winkel";2011;"POINT(4.9199941,52.3771674)";"POINT(52.3771674,4.9199941)";4.9199941;52.3771674;
135;"Big Move Institute";"gezondheidsinstituut";"Maatschappelijk";2010;"POINT(4.962918,52.3285109)";"POINT(52.3285109,4.962918)";4.962918;52.3285109;
136;"Hippro";"Afslankkliniek";"Maatschappelijk";2010;"POINT(4.7021859,52.6106116)";"POINT(52.6106116,4.7021859)";4.7021859;52.6106116;
137;"R-grip ";"vechtsportvereniging";"Sport";2012;"POINT(4.862035,52.3662459)";"POINT(52.3662459,4.862035)";4.862035;52.3662459;
138;"Trhive Yoga";"yogastudio";"Maatschappelijk";2012;"POINT(4.9363639,52.3776023)";"POINT(52.3776023,4.9363639)";4.9363639;52.3776023;
139;"Tibetan Art Movement";"ontmoetingsplaats voor Tibetaanse kunst en cultuur";"Maatschappelijk";2010;"POINT(4.8115981,52.4600836)";"POINT(52.4600836,4.8115981)";4.8115981;52.4600836;
140;"Stichting Amsterdamse Zwerfkatten";"opvang zwerfkatten";"Maatschappelijk";2011;"POINT(4.7839501,52.36052)";"POINT(52.36052,4.7839501)";4.7839501;52.36052;
141;"Psychotherapiepraktijk Corelli";"";"Maatschappelijk";2011;"POINT(4.8934162,52.3621947)";"POINT(52.3621947,4.8934162)";4.8934162;52.3621947;
142;"Wijnbar Salotto Rosso";"";"Horeca";2011;"POINT(4.8978579,52.373181)";"POINT(52.373181,4.8978579)";4.8978579;52.373181;
143;"Brouwerij de 7 Deugden";"";"Horeca";2010;"POINT(4.7816331,52.3685042)";"POINT(52.3685042,4.7816331)";4.7816331;52.3685042;
144;"Breugems Brouwerij";"bierbrouwerij";"Horeca";2010;"POINT(4.8240969,52.4392172)";"POINT(52.4392172,4.8240969)";4.8240969;52.4392172;
145;"Wackers academie";"kunstacademie voor figuratieve kunst";"Onderwijs";2012;"POINT(4.8642232,52.3606116)";"POINT(52.3606116,4.8642232)";4.8642232;52.3606116;
146;"Thalia Operette";"kostuumopslag";"Cultuur";2011;"POINT(4.910722,52.3638655)";"POINT(52.3638655,4.910722)";4.910722;52.3638655;
147;"Tent van mijn Tante";"theatergezelschap";"Cultuur";2010;"POINT(4.9362671,52.3524977)";"POINT(52.3524977,4.9362671)";4.9362671;52.3524977;
148;"School PFS";"school voor praktische filosofie en spiritualiteit";"Onderwijs";2011;"POINT(4.832423,52.350598)";"POINT(52.350598,4.832423)";4.832423;52.350598;
149;"nevenvestiging Calandlyceum";"";"Onderwijs";2012;"POINT(4.8117058,52.343846)";"POINT(52.343846,4.8117058)";4.8117058;52.343846;
150;"Muziekpakhuis";"muziekschool";"Onderwijs";2011;"POINT(4.8763678,52.364102)";"POINT(52.364102,4.8763678)";4.8763678;52.364102;
151;"Kick Your Habits";"behandeling van verslaving";"Maatschappelijk";2012;"POINT(4.8591378,52.3501402)";"POINT(52.3501402,4.8591378)";4.8591378;52.3501402;
152;"KDV Jacaranda Tree Montessori";"Kinderdagverblijf";"Kantoor, bedrijf en winkel";2011;"POINT(4.8542669,52.3526808)";"POINT(52.3526808,4.8542669)";4.8542669;52.3526808;
153;"KDV Kidsplanet";"Kinderdagverblijf";"Kantoor, bedrijf en winkel";2011;"POINT(4.9758141,52.3615538)";"POINT(52.3615538,4.9758141)";4.9758141;52.3615538;
154;"KDV het Olifantje";"Kinderdagverblijf";"Kantoor, bedrijf en winkel";2010;"POINT(4.8589551,52.341107)";"POINT(52.341107,4.8589551)";4.8589551;52.341107;
155;"Hotelschool";"";"Onderwijs";2011;"POINT(4.841285,52.3691985)";"POINT(52.3691985,4.841285)";4.841285;52.3691985;
156;"Fotovakschool";"";"Onderwijs";2012;"POINT(4.8896611,52.3647238)";"POINT(52.3647238,4.8896611)";4.8896611;52.3647238;
157;"Eurocollege";"particuliere business en hotelschool";"Onderwijs";2012;"POINT(4.878289,52.3557898)";"POINT(52.3557898,4.878289)";4.878289;52.3557898;
158;"EVA";"Educatie voor vrouwen";"Onderwijs";2011;"POINT(4.9159472,52.3851668)";"POINT(52.3851668,4.9159472)";4.9159472;52.3851668;
159;"Dutchview";"TV Studio";"Cultuur";2010;"POINT(4.8730099,52.3858611)";"POINT(52.3858611,4.8730099)";4.8730099;52.3858611;
160;"KDV Joli Coeur";"Kinderdagverblijf";"Onderwijs";2011;"POINT(4.7556469,52.4865386)";"POINT(52.4865386,4.7556469)";4.7556469;52.4865386;
162;"GUOOF";"Religieuze herensocieteit";"Religie";2011;"POINT(4.8256209,52.3555533)";"POINT(52.3555533,4.8256209)";4.8256209;52.3555533;
163;"Tekenshow";"tijdelijke tentoonstelling";"Cultuur";2011;"POINT(4.872184,52.3859793)";"POINT(52.3859793,4.872184)";4.872184;52.3859793;
164;"Casablanca";"party tenten";"Kantoor, bedrijf en winkel";2011;"POINT(4.8790181,52.3931471)";"POINT(52.3931471,4.8790181)";4.8790181;52.3931471;
165;"Stadshout";"boomstammenopslag";"Kantoor, bedrijf en winkel";2008;"POINT(4.8606079,52.4042136)";"POINT(52.4042136,4.8606079)";4.8606079;52.4042136;
166;"Opium voor het volk voorstelling";"tijdelijke voorstelling";"Cultuur";2009;"POINT(4.9114301,52.3685843)";"POINT(52.3685843,4.9114301)";4.9114301;52.3685843;
167;"Tuvalu media";"mediabedrijf";"Kantoor, bedrijf en winkel";2009;"POINT(4.8720982,52.3981711)";"POINT(52.3981711,4.8720982)";4.8720982;52.3981711;
168;"Tuk Tuk Company";"tuk tuk bedrijf";"Kantoor, bedrijf en winkel";2010;"POINT(4.9653962,52.3321463)";"POINT(52.3321463,4.9653962)";4.9653962;52.3321463;
169;"the Complete Rembrandt";"tijdelijke tentoonstelling";"Cultuur";2012;"POINT(4.8903801,52.3736617)";"POINT(52.3736617,4.8903801)";4.8903801;52.3736617;
170;"Maatschappij discordia";"theatergezelschap";"Cultuur";2010;"POINT(4.8882768,52.3739668)";"POINT(52.3739668,4.8882768)";4.8882768;52.3739668;
171;"India House";"Cultureel Centrum";"Cultuur";2012;"POINT(4.889457,52.3711325)";"POINT(52.3711325,4.889457)";4.889457;52.3711325;
172;"Holland Symfonia";"Nederlands ballet en symfonie orkest";"Cultuur";2010;"POINT(4.6377799,52.3823248)";"POINT(52.3823248,4.6377799)";4.6377799;52.3823248;
173;"Haak-inn";"haakles";"Kantoor, bedrijf en winkel";2010;"POINT(4.934025,52.3637892)";"POINT(52.3637892,4.934025)";4.934025;52.3637892;
174;"Atelier Eva Roovers";"Atelier";"Cultuur";2011;"POINT(4.9279101,52.376023)";"POINT(52.376023,4.9279101)";4.9279101;52.376023;
176;"Historisch Materiaal Stadsreiniging";"Opslag & Expositieruimte";"Kantoor, bedrijf en winkel";2013;"POINT(4.8851869,52.4084326)";"POINT(52.4084326,4.8851869)";4.8851869;52.4084326;
177;"Adam en Eva filmproductie";"kantoor";"Cultuur";2012;"POINT(4.9052608,52.3635985)";"POINT(52.3635985,4.9052608)";4.9052608;52.3635985;
178;"COR ";"communicatiebureau";"Kantoor, bedrijf en winkel";2013;"POINT(4.8754361,52.3417746)";"POINT(52.3417746,4.8754361)";4.8754361;52.3417746;
180;"Nederlands Blazers Ensemble";"Muziek";"Cultuur";2012;"POINT(4.854224,52.3802954)";"POINT(52.3802954,4.854224)";4.854224;52.3802954;
182;"Jacop Ahlbom";"tijdelijke voorstelling";"Cultuur";2013;"POINT(4.920614,52.3824545)";"POINT(52.3824545,4.920614)";4.920614;52.3824545;
184;"Metabolic";"opslag materialen";"Kantoor, bedrijf en winkel";2013;"POINT(4.8980081,52.3953864)";"POINT(52.3953864,4.8980081)";4.8980081;52.3953864;
186;"A tribute to the whole world";"winkel met verkoop oogst uit buurtmoestuin";"Kantoor, bedrijf en winkel";2013;"POINT(4.8589451,52.3773352)";"POINT(52.3773352,4.8589451)";4.8589451;52.3773352;
187;"Theater Technisch Lab";"theater techniek";"Kantoor, bedrijf en winkel";2013;"POINT(4.927995,52.3369185)";"POINT(52.3369185,4.927995)";4.927995;52.3369185;
188;"AMC en GGD";"screeningslocaties";"Maatschappelijk";2013;"POINT(4.9602029,52.3005072)";"POINT(52.3005072,4.9602029)";4.9602029;52.3005072;
190;"Proefkamermuziek";"kantoor en opslag";"Cultuur";2013;"POINT(4.9718549,52.3332144)";"POINT(52.3332144,4.9718549)";4.9718549;52.3332144;
191;"Pep psychologen";"";"Kantoor, bedrijf en winkel";2010;"POINT(4.8832238,52.3540389)";"POINT(52.3540389,4.8832238)";4.8832238;52.3540389;
192;"C2B";"crowdsourcing, en funding, social media, community management, co creatie";"Kantoor, bedrijf en winkel";2008;"POINT(4.8850591,52.3839156)";"POINT(52.3839156,4.8850591)";4.8850591;52.3839156;
