OBJECTNUMMER;Buurtnaam;Voorwaarden;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
19;"Bedrijventerrein Schinkel";"";"TENZIJ";"POLYGON((4.841941 52.345858,4.841944 52.345974,4.842345 52.345948,4.842348 52.345957,4.842839 52.345926,4.843466 52.345901,4.843947 52.34589,4.844267 52.3459,4.844624 52.345944,4.844946 52.346016,4.845261 52.346121,4.845391 52.346175,4.845576 52.346269,4.845655 52.346313,4.845874 52.346165,4.845874 52.345907,4.846083 52.345833,4.846625 52.34583,4.846628 52.345786,4.846857 52.345663,4.84686 52.345427,4.848301 52.345438,4.848287 52.345976,4.848256 52.34649,4.84822 52.346696,4.848204 52.346891,4.8487 52.346989,4.849214 52.347124,4.849478 52.347214,4.849763 52.347367,4.849806 52.34742,4.850919 52.348119,4.851379 52.348041,4.851278 52.347821,4.851165 52.347636,4.850574 52.346762,4.849062 52.343793,4.848815 52.343432,4.848181 52.34276,4.847645 52.342187,4.847417 52.341839,4.847098 52.341309,4.846866 52.340826,4.846827 52.340637,4.846793 52.340293,4.846787 52.339721,4.846803 52.339491,4.846972 52.33814,4.846856 52.338131,4.846853 52.338139,4.846664 52.338126,4.846666 52.338117,4.846521 52.338105,4.846516 52.338112,4.846413 52.338097,4.846009 52.338073,4.845999 52.338061,4.845991 52.338075,4.845981 52.338069,4.845767 52.338059,4.84536 52.338061,4.845015 52.338081,4.844689 52.338116,4.844429 52.338158,4.844096 52.338234,4.843716 52.338351,4.843448 52.338458,4.843224 52.338562,4.842998 52.338697,4.84277 52.338857,4.842583 52.339018,4.8424 52.339212,4.842278 52.339377,4.842162 52.339564,4.842092 52.339717,4.842008 52.339976,4.841966 52.34017,4.841807 52.341059,4.841733 52.341561,4.84153 52.343189,4.841521 52.343198,4.84152 52.343267,4.841505 52.343267,4.841494 52.343429,4.841518 52.343429,4.841515 52.343496,4.841505 52.343496,4.841506 52.343751,4.841527 52.344091,4.841646 52.345058,4.841663 52.345362,4.841636 52.345404,4.841637 52.345428,4.84166 52.345475,4.841686 52.3455,4.841731 52.345523,4.841785 52.345539,4.841947 52.345555,4.841941 52.345858))";"POLYGON((52.345858 4.841941,52.345974 4.841944,52.345948 4.842345,52.345957 4.842348,52.345926 4.842839,52.345901 4.843466,52.34589 4.843947,52.3459 4.844267,52.345944 4.844624,52.346016 4.844946,52.346121 4.845261,52.346175 4.845391,52.346269 4.845576,52.346313 4.845655,52.346165 4.845874,52.345907 4.845874,52.345833 4.846083,52.34583 4.846625,52.345786 4.846628,52.345663 4.846857,52.345427 4.84686,52.345438 4.848301,52.345976 4.848287,52.34649 4.848256,52.346696 4.84822,52.346891 4.848204,52.346989 4.8487,52.347124 4.849214,52.347214 4.849478,52.347367 4.849763,52.34742 4.849806,52.348119 4.850919,52.348041 4.851379,52.347821 4.851278,52.347636 4.851165,52.346762 4.850574,52.343793 4.849062,52.343432 4.848815,52.34276 4.848181,52.342187 4.847645,52.341839 4.847417,52.341309 4.847098,52.340826 4.846866,52.340637 4.846827,52.340293 4.846793,52.339721 4.846787,52.339491 4.846803,52.33814 4.846972,52.338131 4.846856,52.338139 4.846853,52.338126 4.846664,52.338117 4.846666,52.338105 4.846521,52.338112 4.846516,52.338097 4.846413,52.338073 4.846009,52.338061 4.845999,52.338075 4.845991,52.338069 4.845981,52.338059 4.845767,52.338061 4.84536,52.338081 4.845015,52.338116 4.844689,52.338158 4.844429,52.338234 4.844096,52.338351 4.843716,52.338458 4.843448,52.338562 4.843224,52.338697 4.842998,52.338857 4.84277,52.339018 4.842583,52.339212 4.8424,52.339377 4.842278,52.339564 4.842162,52.339717 4.842092,52.339976 4.842008,52.34017 4.841966,52.341059 4.841807,52.341561 4.841733,52.343189 4.84153,52.343198 4.841521,52.343267 4.84152,52.343267 4.841505,52.343429 4.841494,52.343429 4.841518,52.343496 4.841515,52.343496 4.841505,52.343751 4.841506,52.344091 4.841527,52.345058 4.841646,52.345362 4.841663,52.345404 4.841636,52.345428 4.841637,52.345475 4.84166,52.3455 4.841686,52.345523 4.841731,52.345539 4.841785,52.345555 4.841947,52.345858 4.841941))";4.8464415;52.34308115;
20;"Zuidas Noord";"Voor ontwikkelingen neemt u contact op met het Projectbureau  Zuidas 020 575 2111";"TENZIJ";"POLYGON((4.8573 52.342246,4.859175 52.34251,4.859471 52.342538,4.859739 52.34254,4.862289 52.342504,4.862427 52.342506,4.862657 52.342526,4.862819 52.342553,4.862994 52.342594,4.864805 52.343151,4.864983 52.341388,4.876053 52.3418,4.877146 52.341813,4.878318 52.341785,4.879039 52.341769,4.885405 52.341999,4.885296 52.341225,4.88507 52.341234,4.884627 52.338108,4.884228 52.338165,4.883962 52.338195,4.883323 52.33825,4.881925 52.338317,4.880617 52.33836,4.87928 52.338367,4.876645 52.338361,4.875216 52.338359,4.873435 52.338332,4.872005 52.338273,4.868687 52.338103,4.866927 52.338021,4.866697 52.338002,4.866011 52.337965,4.86461 52.337906,4.863264 52.337838,4.862669 52.337801,4.862389 52.337772,4.862261 52.337747,4.86208 52.337692,4.861975 52.337648,4.86174 52.337533,4.861628 52.337466,4.861319 52.33726,4.861213 52.337199,4.86103 52.337068,4.860766 52.336934,4.860605 52.336873,4.860473 52.336838,4.860311 52.336823,4.859989 52.336819,4.859848 52.336826,4.859137 52.336901,4.858497 52.336948,4.858213 52.336986,4.8576 52.336991,4.857618 52.337856,4.857581 52.338845,4.8571 52.338821,4.857095 52.338894,4.857116 52.338912,4.857158 52.33908,4.857163 52.339154,4.857137 52.33963,4.857198 52.340157,4.857325 52.340839,4.857413 52.341212,4.857462 52.341529,4.857435 52.341764,4.857334 52.342093,4.857341 52.342136,4.8573 52.342246))";"POLYGON((52.342246 4.8573,52.34251 4.859175,52.342538 4.859471,52.34254 4.859739,52.342504 4.862289,52.342506 4.862427,52.342526 4.862657,52.342553 4.862819,52.342594 4.862994,52.343151 4.864805,52.341388 4.864983,52.3418 4.876053,52.341813 4.877146,52.341785 4.878318,52.341769 4.879039,52.341999 4.885405,52.341225 4.885296,52.341234 4.88507,52.338108 4.884627,52.338165 4.884228,52.338195 4.883962,52.33825 4.883323,52.338317 4.881925,52.33836 4.880617,52.338367 4.87928,52.338361 4.876645,52.338359 4.875216,52.338332 4.873435,52.338273 4.872005,52.338103 4.868687,52.338021 4.866927,52.338002 4.866697,52.337965 4.866011,52.337906 4.86461,52.337838 4.863264,52.337801 4.862669,52.337772 4.862389,52.337747 4.862261,52.337692 4.86208,52.337648 4.861975,52.337533 4.86174,52.337466 4.861628,52.33726 4.861319,52.337199 4.861213,52.337068 4.86103,52.336934 4.860766,52.336873 4.860605,52.336838 4.860473,52.336823 4.860311,52.336819 4.859989,52.336826 4.859848,52.336901 4.859137,52.336948 4.858497,52.336986 4.858213,52.336991 4.8576,52.337856 4.857618,52.338845 4.857581,52.338821 4.8571,52.338894 4.857095,52.338912 4.857116,52.33908 4.857158,52.339154 4.857163,52.33963 4.857137,52.340157 4.857198,52.340839 4.857325,52.341212 4.857413,52.341529 4.857462,52.341764 4.857435,52.342093 4.857334,52.342136 4.857341,52.342246 4.8573))";4.87125495;52.3399779;
21;"Zuiderhof";"";"TENZIJ";"POLYGON((4.850779 52.338641,4.853167 52.338827,4.853259 52.338573,4.853348 52.338578,4.853305 52.338722,4.854857 52.338781,4.857095 52.338894,4.8571 52.338821,4.857581 52.338845,4.857618 52.337856,4.8576 52.336991,4.857565 52.335377,4.85742 52.334266,4.857426 52.333601,4.855032 52.333612,4.854707 52.333614,4.854646 52.333724,4.854548 52.333813,4.853934 52.334145,4.854077 52.334336,4.854079 52.334386,4.854055 52.334426,4.853983 52.334475,4.853453 52.334701,4.853274 52.334835,4.853134 52.334981,4.852961 52.335239,4.852768 52.335436,4.85244 52.335872,4.852189 52.336155,4.852003 52.336334,4.851809 52.336497,4.851476 52.336741,4.851245 52.33689,4.851171 52.336958,4.851041 52.337131,4.850779 52.338641))";"POLYGON((52.338641 4.850779,52.338827 4.853167,52.338573 4.853259,52.338578 4.853348,52.338722 4.853305,52.338781 4.854857,52.338894 4.857095,52.338821 4.8571,52.338845 4.857581,52.337856 4.857618,52.336991 4.8576,52.335377 4.857565,52.334266 4.85742,52.333601 4.857426,52.333612 4.855032,52.333614 4.854707,52.333724 4.854646,52.333813 4.854548,52.334145 4.853934,52.334336 4.854077,52.334386 4.854079,52.334426 4.854055,52.334475 4.853983,52.334701 4.853453,52.334835 4.853274,52.334981 4.853134,52.335239 4.852961,52.335436 4.852768,52.335872 4.85244,52.336155 4.852189,52.336334 4.852003,52.336497 4.851809,52.336741 4.851476,52.33689 4.851245,52.336958 4.851171,52.337131 4.851041,52.338641 4.850779))";4.8542035;52.3362414;
22;"Buitenveldert Oost Midden";"";"TENZIJ";"POLYGON((4.879456 52.333117,4.889981 52.333132,4.889986 52.329391,4.879478 52.329377,4.879479 52.32957,4.879446 52.331666,4.879456 52.333117))";"POLYGON((52.333117 4.879456,52.333132 4.889981,52.329391 4.889986,52.329377 4.879478,52.32957 4.879479,52.331666 4.879446,52.333117 4.879456))";4.884721;52.33124795;
23;"De Klenckebuurt";"";"TENZIJ";"POLYGON((4.878652 52.335081,4.879191 52.335144,4.879514 52.335172,4.879839 52.335181,4.880164 52.335171,4.880485 52.335142,4.884283 52.334707,4.884584 52.334692,4.886057 52.334689,4.889987 52.334682,4.889981 52.333132,4.879456 52.333117,4.87946 52.333605,4.87945 52.333708,4.879432 52.333809,4.879358 52.33405,4.87924 52.334297,4.879167 52.334418,4.878652 52.335081))";"POLYGON((52.335081 4.878652,52.335144 4.879191,52.335172 4.879514,52.335181 4.879839,52.335171 4.880164,52.335142 4.880485,52.334707 4.884283,52.334692 4.884584,52.334689 4.886057,52.334682 4.889987,52.333132 4.889981,52.333117 4.879456,52.333605 4.87946,52.333708 4.87945,52.333809 4.879432,52.33405 4.879358,52.334297 4.87924,52.334418 4.879167,52.335081 4.878652))";4.88432455;52.3341433;
24;"Gelderlandpleinbuurt";"Voor ontwikkelingen neemt u contact op met het gebiedsteam Buitenveldert van Stadsdeel Zuid tel: 14 020";"TENZIJ";"POLYGON((4.868863 52.329134,4.868846 52.332094,4.868842 52.333116,4.86883 52.334985,4.876905 52.334999,4.878114 52.335027,4.878652 52.335081,4.879167 52.334418,4.87924 52.334297,4.879358 52.33405,4.879432 52.333809,4.87945 52.333708,4.87946 52.333605,4.879456 52.333117,4.879446 52.331666,4.879479 52.32957,4.879478 52.329377,4.878678 52.329377,4.878678 52.329325,4.877267 52.329323,4.877266 52.329232,4.875987 52.329227,4.875988 52.329149,4.868863 52.329134))";"POLYGON((52.329134 4.868863,52.332094 4.868846,52.333116 4.868842,52.334985 4.86883,52.334999 4.876905,52.335027 4.878114,52.335081 4.878652,52.334418 4.879167,52.334297 4.87924,52.33405 4.879358,52.333809 4.879432,52.333708 4.87945,52.333605 4.87946,52.333117 4.879456,52.331666 4.879446,52.32957 4.879479,52.329377 4.879478,52.329377 4.878678,52.329325 4.878678,52.329323 4.877267,52.329232 4.877266,52.329227 4.875987,52.329149 4.875988,52.329134 4.868863))";4.87415955;52.33210055;
25;"VU-kwartier";"Voor ontwikkelingen neemt u contact op met het Projectbureau Zuidas 020 575 2111";"TENZIJ";"POLYGON((4.857426 52.333601,4.85742 52.334266,4.857565 52.335377,4.8576 52.336991,4.858213 52.336986,4.858497 52.336948,4.859137 52.336901,4.859848 52.336826,4.859989 52.336819,4.860311 52.336823,4.860473 52.336838,4.860605 52.336873,4.860766 52.336934,4.86103 52.337068,4.861213 52.337199,4.861319 52.33726,4.861628 52.337466,4.86174 52.337533,4.861975 52.337648,4.86208 52.337692,4.862261 52.337747,4.862389 52.337772,4.862669 52.337801,4.863264 52.337838,4.86461 52.337906,4.866011 52.337965,4.866697 52.338002,4.866927 52.338021,4.868687 52.338103,4.86883 52.334985,4.868842 52.333116,4.868846 52.332094,4.861816 52.33207,4.861818 52.332298,4.857449 52.332289,4.857426 52.333601))";"POLYGON((52.333601 4.857426,52.334266 4.85742,52.335377 4.857565,52.336991 4.8576,52.336986 4.858213,52.336948 4.858497,52.336901 4.859137,52.336826 4.859848,52.336819 4.859989,52.336823 4.860311,52.336838 4.860473,52.336873 4.860605,52.336934 4.860766,52.337068 4.86103,52.337199 4.861213,52.33726 4.861319,52.337466 4.861628,52.337533 4.86174,52.337648 4.861975,52.337692 4.86208,52.337747 4.862261,52.337772 4.862389,52.337801 4.862669,52.337838 4.863264,52.337906 4.86461,52.337965 4.866011,52.338002 4.866697,52.338021 4.866927,52.338103 4.868687,52.334985 4.86883,52.333116 4.868842,52.332094 4.868846,52.33207 4.861816,52.332298 4.861818,52.332289 4.857449,52.333601 4.857426))";4.86313795;52.3350798;
26;"Zuidas Zuid";"Voor ontwikkelingen neemt u contact op met het Projectbureau Zuidas 020 575 2111";"TENZIJ";"POLYGON((4.868687 52.338103,4.872005 52.338273,4.873435 52.338332,4.875216 52.338359,4.876645 52.338361,4.87666 52.338078,4.876715 52.337797,4.876809 52.33752,4.876869 52.337383,4.877021 52.337115,4.87711 52.336985,4.878652 52.335081,4.878114 52.335027,4.876905 52.334999,4.86883 52.334985,4.868687 52.338103))";"POLYGON((52.338103 4.868687,52.338273 4.872005,52.338332 4.873435,52.338359 4.875216,52.338361 4.876645,52.338078 4.87666,52.337797 4.876715,52.33752 4.876809,52.337383 4.876869,52.337115 4.877021,52.336985 4.87711,52.335081 4.878652,52.335027 4.878114,52.334999 4.876905,52.334985 4.86883,52.338103 4.868687))";4.87367465;52.3366648;
27;"Vivaldi";"Voor ontwikkelingen neemt u contact op met het Projecttbureau Zuidas 020 575 2111";"TENZIJ";"POLYGON((4.876645 52.338361,4.87928 52.338367,4.880617 52.33836,4.881925 52.338317,4.883323 52.33825,4.883962 52.338195,4.884228 52.338165,4.884627 52.338108,4.885176 52.338018,4.885527 52.337951,4.886073 52.337831,4.886628 52.337682,4.887576 52.337372,4.887888 52.33725,4.888298 52.337071,4.890135 52.336169,4.890099 52.336119,4.89003 52.335985,4.889995 52.335854,4.889987 52.334682,4.886057 52.334689,4.884584 52.334692,4.884283 52.334707,4.880485 52.335142,4.880164 52.335171,4.879839 52.335181,4.879514 52.335172,4.879191 52.335144,4.878652 52.335081,4.87711 52.336985,4.877021 52.337115,4.876869 52.337383,4.876809 52.33752,4.876715 52.337797,4.87666 52.338078,4.876645 52.338361))";"POLYGON((52.338361 4.876645,52.338367 4.87928,52.33836 4.880617,52.338317 4.881925,52.33825 4.883323,52.338195 4.883962,52.338165 4.884228,52.338108 4.884627,52.338018 4.885176,52.337951 4.885527,52.337831 4.886073,52.337682 4.886628,52.337372 4.887576,52.33725 4.887888,52.337071 4.888298,52.336169 4.890135,52.336119 4.890099,52.335985 4.89003,52.335854 4.889995,52.334682 4.889987,52.334689 4.886057,52.334692 4.884584,52.334707 4.884283,52.335142 4.880485,52.335171 4.880164,52.335181 4.879839,52.335172 4.879514,52.335144 4.879191,52.335081 4.878652,52.336985 4.87711,52.337115 4.877021,52.337383 4.876869,52.33752 4.876809,52.337797 4.876715,52.338078 4.87666,52.338361 4.876645))";4.88339495;52.336518;
28;"Amstel III deel C/D Noord";"";"TENZIJ";"POLYGON((4.936116 52.312575,4.936571 52.312103,4.937991 52.310468,4.939838 52.308453,4.940315 52.307974,4.9405 52.307718,4.940704 52.307377,4.940777 52.307232,4.940973 52.306759,4.941055 52.30661,4.941155 52.306463,4.942191 52.305294,4.94416 52.303142,4.944455 52.302768,4.944779 52.302252,4.945144 52.301797,4.947118 52.299643,4.939246 52.296934,4.938988 52.297234,4.937084 52.29944,4.937143 52.299464,4.937048 52.299578,4.936033 52.300721,4.934872 52.301937,4.93494 52.301963,4.93414 52.302734,4.933688 52.303098,4.933221 52.303548,4.932724 52.304257,4.932491 52.30447,4.931686 52.30502,4.930497 52.306158,4.930259 52.306425,4.929477 52.307409,4.929829 52.30751,4.92942 52.307824,4.929912 52.308098,4.929332 52.308527,4.929619 52.308808,4.929974 52.308986,4.930307 52.309177,4.930068 52.309334,4.930436 52.309539,4.93166 52.310262,4.932404 52.310739,4.934142 52.311898,4.936116 52.312575))";"POLYGON((52.312575 4.936116,52.312103 4.936571,52.310468 4.937991,52.308453 4.939838,52.307974 4.940315,52.307718 4.9405,52.307377 4.940704,52.307232 4.940777,52.306759 4.940973,52.30661 4.941055,52.306463 4.941155,52.305294 4.942191,52.303142 4.94416,52.302768 4.944455,52.302252 4.944779,52.301797 4.945144,52.299643 4.947118,52.296934 4.939246,52.297234 4.938988,52.29944 4.937084,52.299464 4.937143,52.299578 4.937048,52.300721 4.936033,52.301937 4.934872,52.301963 4.93494,52.302734 4.93414,52.303098 4.933688,52.303548 4.933221,52.304257 4.932724,52.30447 4.932491,52.30502 4.931686,52.306158 4.930497,52.306425 4.930259,52.307409 4.929477,52.30751 4.929829,52.307824 4.92942,52.308098 4.929912,52.308527 4.929332,52.308808 4.929619,52.308986 4.929974,52.309177 4.930307,52.309334 4.930068,52.309539 4.930436,52.310262 4.93166,52.310739 4.932404,52.311898 4.934142,52.312575 4.936116))";4.9382298;52.30474725;
29;"Amstel III deel C/D Zuid";"";"TENZIJ";"POLYGON((4.939246 52.296934,4.947118 52.299643,4.948923 52.2977,4.950053 52.296468,4.951268 52.295122,4.947768 52.293915,4.946012 52.293322,4.943202 52.292352,4.943099 52.29247,4.939246 52.296934))";"POLYGON((52.296934 4.939246,52.299643 4.947118,52.2977 4.948923,52.296468 4.950053,52.295122 4.951268,52.293915 4.947768,52.293322 4.946012,52.292352 4.943202,52.29247 4.943099,52.296934 4.939246))";4.9452622;52.29599065;
30;"Amstel III deel A/B Zuid";"";"TENZIJ";"POLYGON((4.947118 52.299643,4.955402 52.30249,4.955749 52.302091,4.9561 52.301724,4.958446 52.29918,4.959319 52.298205,4.959583 52.29801,4.959624 52.297965,4.952768 52.295599,4.951268 52.295122,4.950053 52.296468,4.948923 52.2977,4.947118 52.299643))";"POLYGON((52.299643 4.947118,52.30249 4.955402,52.302091 4.955749,52.301724 4.9561,52.29918 4.958446,52.298205 4.959319,52.29801 4.959583,52.297965 4.959624,52.295599 4.952768,52.295122 4.951268,52.296468 4.950053,52.2977 4.948923,52.299643 4.947118))";4.9533758;52.2987982;
31;"Amstel III deel A/B Noord";"";"TENZIJ";"POLYGON((4.937991 52.310468,4.941598 52.311676,4.942527 52.310722,4.946359 52.312055,4.947509 52.310801,4.947751 52.310538,4.952097 52.30607,4.952492 52.305699,4.953137 52.304952,4.954985 52.302886,4.955061 52.302802,4.955333 52.30257,4.955402 52.30249,4.947118 52.299643,4.945144 52.301797,4.944779 52.302252,4.944455 52.302768,4.94416 52.303142,4.942191 52.305294,4.941155 52.306463,4.941055 52.30661,4.940973 52.306759,4.940777 52.307232,4.940704 52.307377,4.9405 52.307718,4.940315 52.307974,4.939838 52.308453,4.937991 52.310468))";"POLYGON((52.310468 4.937991,52.311676 4.941598,52.310722 4.942527,52.312055 4.946359,52.310801 4.947509,52.310538 4.947751,52.30607 4.952097,52.305699 4.952492,52.304952 4.953137,52.302886 4.954985,52.302802 4.955061,52.30257 4.955333,52.30249 4.955402,52.299643 4.947118,52.301797 4.945144,52.302252 4.944779,52.302768 4.944455,52.303142 4.94416,52.305294 4.942191,52.306463 4.941155,52.30661 4.941055,52.306759 4.940973,52.307232 4.940777,52.307377 4.940704,52.307718 4.9405,52.307974 4.940315,52.308453 4.939838,52.310468 4.937991))";4.9467015;52.3058421;
32;"Amsterdamse Poort";"";"TENZIJ";"POLYGON((4.947509 52.310801,4.946359 52.312055,4.943972 52.314666,4.943925 52.314813,4.943948 52.314873,4.94382 52.315016,4.944612 52.315288,4.945131 52.315442,4.945453 52.315502,4.945777 52.315585,4.9463 52.315733,4.950458 52.317161,4.952171 52.315285,4.958047 52.317303,4.959364 52.315866,4.959422 52.315813,4.959528 52.315742,4.959651 52.315682,4.95974 52.315649,4.959934 52.315602,4.960141 52.315582,4.960502 52.315593,4.961022 52.315501,4.960676 52.314696,4.960566 52.314545,4.960438 52.314432,4.960314 52.314353,4.960209 52.314301,4.958754 52.313799,4.958684 52.313761,4.958656 52.313714,4.958659 52.313673,4.958996 52.3131,4.958358 52.312664,4.957054 52.31409,4.947509 52.310801))";"POLYGON((52.310801 4.947509,52.312055 4.946359,52.314666 4.943972,52.314813 4.943925,52.314873 4.943948,52.315016 4.94382,52.315288 4.944612,52.315442 4.945131,52.315502 4.945453,52.315585 4.945777,52.315733 4.9463,52.317161 4.950458,52.315285 4.952171,52.317303 4.958047,52.315866 4.959364,52.315813 4.959422,52.315742 4.959528,52.315682 4.959651,52.315649 4.95974,52.315602 4.959934,52.315582 4.960141,52.315593 4.960502,52.315501 4.961022,52.314696 4.960676,52.314545 4.960566,52.314432 4.960438,52.314353 4.960314,52.314301 4.960209,52.313799 4.958754,52.313761 4.958684,52.313714 4.958656,52.313673 4.958659,52.3131 4.958996,52.312664 4.958358,52.31409 4.957054,52.310801 4.947509))";4.95242595;52.3140456;
33;"Reigersbos Midden";"";"TENZIJ";"POLYGON((4.974165 52.295611,4.974491 52.294886,4.974549 52.294678,4.974566 52.293334,4.974611 52.292901,4.968239 52.291451,4.966096 52.290741,4.966019 52.290854,4.965846 52.290997,4.963962 52.293049,4.963671 52.293304,4.963192 52.293875,4.961936 52.295171,4.961748 52.295374,4.962318 52.295574,4.962518 52.295396,4.962664 52.295285,4.962859 52.295151,4.963027 52.295051,4.963248 52.294934,4.963505 52.294812,4.963686 52.294738,4.963989 52.294631,4.964219 52.294561,4.964485 52.294493,4.964756 52.294436,4.965065 52.294385,4.965311 52.294354,4.965624 52.294328,4.965938 52.294316,4.966228 52.294317,4.966584 52.294333,4.966809 52.294353,4.967474 52.294443,4.9697 52.29482,4.971656 52.295186,4.974165 52.295611))";"POLYGON((52.295611 4.974165,52.294886 4.974491,52.294678 4.974549,52.293334 4.974566,52.292901 4.974611,52.291451 4.968239,52.290741 4.966096,52.290854 4.966019,52.290997 4.965846,52.293049 4.963962,52.293304 4.963671,52.293875 4.963192,52.295171 4.961936,52.295374 4.961748,52.295574 4.962318,52.295396 4.962518,52.295285 4.962664,52.295151 4.962859,52.295051 4.963027,52.294934 4.963248,52.294812 4.963505,52.294738 4.963686,52.294631 4.963989,52.294561 4.964219,52.294493 4.964485,52.294436 4.964756,52.294385 4.965065,52.294354 4.965311,52.294328 4.965624,52.294316 4.965938,52.294317 4.966228,52.294333 4.966584,52.294353 4.966809,52.294443 4.967474,52.29482 4.9697,52.295186 4.971656,52.295611 4.974165))";4.96818445;52.29316965;
34;"Gaasperdam Zuid";"";"TENZIJ";"POLYGON((4.981959 52.292862,4.981968 52.292714,4.980943 52.292712,4.97591 52.292857,4.974611 52.292901,4.974566 52.293334,4.974549 52.294678,4.974491 52.294886,4.974165 52.295611,4.976025 52.295923,4.97618 52.295633,4.976318 52.295622,4.976741 52.295688,4.976621 52.296023,4.977388 52.296137,4.978218 52.296226,4.978888 52.296275,4.979559 52.2963,4.982045 52.296314,4.982049 52.295819,4.982075 52.2957,4.982163 52.295565,4.982459 52.295243,4.982494 52.295168,4.982502 52.29509,4.982475 52.294763,4.982461 52.294718,4.982423 52.294678,4.982368 52.294647,4.982162 52.294589,4.982115 52.294554,4.982091 52.294511,4.981959 52.292862))";"POLYGON((52.292862 4.981959,52.292714 4.981968,52.292712 4.980943,52.292857 4.97591,52.292901 4.974611,52.293334 4.974566,52.294678 4.974549,52.294886 4.974491,52.295611 4.974165,52.295923 4.976025,52.295633 4.97618,52.295622 4.976318,52.295688 4.976741,52.296023 4.976621,52.296137 4.977388,52.296226 4.978218,52.296275 4.978888,52.2963 4.979559,52.296314 4.982045,52.295819 4.982049,52.2957 4.982075,52.295565 4.982163,52.295243 4.982459,52.295168 4.982494,52.29509 4.982502,52.294763 4.982475,52.294718 4.982461,52.294678 4.982423,52.294647 4.982368,52.294589 4.982162,52.294554 4.982115,52.294511 4.982091,52.292862 4.981959))";4.9783385;52.2945067;
