RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,MapDescriptionTitle,MapDescription,MapDescriptionSource,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTGeometryReasoningSummary,GPTEntityReasoningSummary,GPTError,GPTConfidence,GPTGeometryConfidence,GPTEntityConfidence,RunID
32,Stadsdelen excl.water,City districts excl.water,https://maps.amsterdam.nl/open_geodata/?k=203,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,PlainVectorRegion,LatticeDS,"Geometry: This layer represents city districts, which are polygon areas but not a complete tessellation of the study area because water is excluded and the topology hints do not indicate a full partition. | Entity: The layer represents Amsterdam administrative/reporting units (stadsdelen/city districts) with codes and area attributes. Per the region branch, reporting/statistical units take precedence over PatchDS/ObjectDS, so this is LatticeDS.","This layer represents city districts, which are polygon areas but not a complete tessellation of the study area because water is excluded and the topology hints do not indicate a full partition.","The layer represents Amsterdam administrative/reporting units (stadsdelen/city districts) with codes and area attributes. Per the region branch, reporting/statistical units take precedence over PatchDS/ObjectDS, so this is LatticeDS.",,0.96,0.93,0.99,V3_gpt
33,22 Gebieden,22 Areas,https://maps.amsterdam.nl/open_geodata/?k=204,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The layer represents Amsterdam areas/neighbourhoods/districts as 23 polygons with strong shared boundaries and no overlap, indicating a near-complete partition of the study area. | Entity: The layer maps named administrative/reporting areas (buurten, wijken, gebieden, stadsdelen) in a tessellation, so the polygons are reporting units rather than objects or patches. The area field is just an attribute on those units.","The layer represents Amsterdam areas/neighbourhoods/districts as 23 polygons with strong shared boundaries and no overlap, indicating a near-complete partition of the study area.","The layer maps named administrative/reporting areas (buurten, wijken, gebieden, stadsdelen) in a tessellation, so the polygons are reporting units rather than objects or patches. The area field is just an attribute on those units.",,0.985,0.99,0.98,V3_gpt
34,22 Gebieden excl.water,22 Areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=205,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The layer represents Amsterdam areas/neighbourhood units, not isolated shapes. The polygon topology shows many adjacent polygons with shared boundaries and no overlap, indicating a partition-like regional layer. | Entity: These polygons are named administrative/reporting areas (buurten/wijken/gebieden/stadsdelen) used as territorial units, which matches the LatticeDS branch for vector tessellations. The numeric area field is just an attribute, not the main phenomenon.","The layer represents Amsterdam areas/neighbourhood units, not isolated shapes. The polygon topology shows many adjacent polygons with shared boundaries and no overlap, indicating a partition-like regional layer.","These polygons are named administrative/reporting areas (buurten/wijken/gebieden/stadsdelen) used as territorial units, which matches the LatticeDS branch for vector tessellations. The numeric area field is just an attribute, not the main phenomenon.",,0.975,0.98,0.97,V3_gpt
35,25 Praktijkgebieden,25 Practice areas,https://maps.amsterdam.nl/open_geodata/?k=268,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The layer is made of named practice-area polygons that collectively partition Amsterdam’s administrative/area structure, with strong shared boundaries and no overlap, which fits a tessellated regional layer. | Entity: The layer is a tessellation of Amsterdam administrative/reporting areas (buurten, wijken, gebieden, stadsdelen) rather than objects or a thematic coverage. By the VectorTessellation branch, reporting/statistical units take precedence over ObjectDS/PatchDS, and the numeric area field is just an attribute.","The layer is made of named practice-area polygons that collectively partition Amsterdam’s administrative/area structure, with strong shared boundaries and no overlap, which fits a tessellated regional layer.","The layer is a tessellation of Amsterdam administrative/reporting areas (buurten, wijken, gebieden, stadsdelen) rather than objects or a thematic coverage. By the VectorTessellation branch, reporting/statistical units take precedence over ObjectDS/PatchDS, and the numeric area field is just an attribute.",,0.98,0.98,0.98,V3_gpt
36,25 Praktijkgebieden excl.water,25 Practice areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=269,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25_EXWATER,VectorTessellation,LatticeDS,"Buurten, Wijken, Gebieden, Stadsdelen en (regio)Gemeenten","Stadsdelen
Wijken
Gebieden
Buurten",https://maps.amsterdam.nl/gebiedsindeling,VectorTessellation,LatticeDS,"Geometry: The layer represents Amsterdam practice areas/district-style regions, with many adjacent polygons and strong shared boundaries, indicating a near-complete regional partition. | Entity: The layer maps Amsterdam neighbourhoods/areas ('buurten, wijken, gebieden, stadsdelen') as reporting/administrative units, which is the clearest match for LatticeDS for VectorTessellation. Numeric area fields are just attributes, not the main phenomenon.","The layer represents Amsterdam practice areas/district-style regions, with many adjacent polygons and strong shared boundaries, indicating a near-complete regional partition.","The layer maps Amsterdam neighbourhoods/areas ('buurten, wijken, gebieden, stadsdelen') as reporting/administrative units, which is the clearest match for LatticeDS for VectorTessellation. Numeric area fields are just attributes, not the main phenomenon.",,0.975,0.98,0.97,V3_gpt
37,Geluidscontouren industrie,Noise contours industry,https://maps.amsterdam.nl/open_geodata/?k=263,https://maps.amsterdam.nl/geluid2,GELUID_INDUSTRIE,PlainVectorRegion,ContourDS,Geluidskaart 2021,"Op de Geluidskaart Amsterdam is de (berekende) geluidbelasting weergegeven voor de belangrijkste verkeersbronnen in de stad. De geluidsbelasting (in decibellen oftewel dB) is voor twee situaties weergegeven:

de gemiddelde geluidsbelasting over het etmaal, uitgedrukt in de Europese geluidsmaat Lden (Lday-evening-night).
de gemiddelde geluidsbelasting in de nachtperiode (van 23 uur tot 7 uur), uitgedrukt in de Europese geluidsmaat Lnight. Nachtelijk lawaai in onze woonomgeving kan de slaap verstoren.
Alleen voor industrielawaai wordt nog een Nederlandse geluidsmaat - de etmaalwaarde - gebruikt, die weergegeven wordt in dB(A). Onderstaand worden de verschillende begrippen nader verklaard.
U kunt in het invoerveld rechtsboven de geluidskaarten ook een adres invoeren om bijvoorbeeld de situatie voor uw eigen woonomgeving weer te geven.


Beschrijving van de opgenomen kaarten

Wegverkeer
Bij de berekeningen voor wegverkeer is uitgegaan van de verkeersintensiteiten op de wegen zoals die door de afdeling Verkeer en Openbare ruime (VOR) zijn geregistreerd. Per weg is daarbij aangegeven hoeveel motoren, personenauto’s, bussen, middelzware en zware vrachtauto’s gemiddeld per uur gedurende de dag- avond- en nachtperiode passeren. Aan de hand van het soort wegdekverharding (asfalt, klinkers), de wettelijk toegestane rijsnelheid en de eventuele aanwezigheid van geluidsschermen is de geluidbelasting in de omgeving van de weg berekend. Wegverkeerslawaai omvat het totale geluid van motoren, auto’s, bussen, vrachtwagens én trams.

Railverkeer en luchtvaartlawaai
Voor railverkeer- en luchtvaartlawaai zijn de gegevens beschikbaar gesteld door de bronbeheerders, te weten ProRail en het ministerie van Infrastructuur en Milieu.

Industrielawaai
Voor industrielawaai zijn de geluidniveaus ook weergegeven vanaf 55 dB (Lden) en vanaf 50 dB (Lnight). Ook is de grens van de gezoneerde industrieterreinen aangegeven alsmede de terreinafbakening van de 55 dB-inrichtingen. 


Verklaring van begrippen

dB of dB(A)
Met deze afkorting wordt `decibel` bedoeld. Het is de eenheid waarmee de sterkte van het geluid wordt uitgedrukt. In de wetgeving wordt een onderscheid gemaakt tussen dB en dB(A). Met dB worden de decibels bedoeld die zijn uitgedrukt in de Europese geluidsmaat Lden terwijl met dB(A) de decibels worden uitgedrukt als etmaalwaarde.

Lden
Lden is een manier om de jaargemiddelde geluidsbelasting uit te drukken. Deze dosismaat wordt gebruikt voor omgevingslawaai. Sinds 2004 zijn alle Europese landen verplicht om de Lden te gebruiken. Voor Lden wordt het etmaal verdeeld in een:

Dagperiode van 07.00 - 19.00 uur
Avondperiode van 19.00 - 23.00 uur
Nachtperiode van 23.00 - 07.00 uur.
Bij het geluid in de avond en de nachtperiode wordt 5 resp. 10 dB opgeteld omdat geluid in deze perioden hinderlijker is dan overdag. Tenslotte worden deze waarden `logaritmisch` gemiddeld. Het resultaat wordt Lden genoemd. Het wordt gebruikt om de hinder in beeld te brengen.

Lnight
Met Lnight wordt de geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur) bedoeld. Hiermee wordt de mate van slaapverstoring in beeld gebracht.

Etmaalwaarde
Ook de etmaalwaarde is een manier om de geluidsbelasting uit te drukken. Het is echter geen jaargemiddelde maar de hoogste waarde van de volgende drie:

de geluidsbelasting gedurende de dagperiode (07.00 - 19.00 uur)
de geluidsbelasting gedurende de avondperiode (19.00 - 23.00 uur), vermeerderd met een toeslag van 5 dB(A)
De geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur), vermeerderd met een toeslag van 10 dB(A).
In de Nederlandse wetgeving en ook in de geluidskaarten wordt alleen nog voor industrielawaai de etmaalwaarde voorgeschreven. Voor alle andere bronnen wordt uitgegaan van de Europese geluidsmaat (de Lden).",https://maps.amsterdam.nl/geluid,PlainVectorRegion,ContourDS,"Geometry: The layer represents noise-contour and industrial noise area polygons, not points or lines. The polygons are thematic regions, but they do not appear to form a complete partition of Amsterdam; topology hints and the suggested region geometry also lean to isolated region polygons rather than a tessellation. | Entity: The layer maps noise-contour bands/threshold areas (e.g., 50 dB, 55 dB, Lden/Lnight), so the polygons represent contour intervals rather than objects or reporting units.","The layer represents noise-contour and industrial noise area polygons, not points or lines. The polygons are thematic regions, but they do not appear to form a complete partition of Amsterdam; topology hints and the suggested region geometry also lean to isolated region polygons rather than a tessellation.","The layer maps noise-contour bands/threshold areas (e.g., 50 dB, 55 dB, Lden/Lnight), so the polygons represent contour intervals rather than objects or reporting units.",,0.9099999999999999,0.84,0.98,V3_gpt
38,Geluidscontouren luchtvaart,Noise contours air traffic,https://maps.amsterdam.nl/open_geodata/?k=252,https://maps.amsterdam.nl/geluid,GELUID_LUCHTVAART_LDEN,PlainVectorRegion,ContourDS,Geluidskaart 2021,"Op de Geluidskaart Amsterdam is de (berekende) geluidbelasting weergegeven voor de belangrijkste verkeersbronnen in de stad. De geluidsbelasting (in decibellen oftewel dB) is voor twee situaties weergegeven:

de gemiddelde geluidsbelasting over het etmaal, uitgedrukt in de Europese geluidsmaat Lden (Lday-evening-night).
de gemiddelde geluidsbelasting in de nachtperiode (van 23 uur tot 7 uur), uitgedrukt in de Europese geluidsmaat Lnight. Nachtelijk lawaai in onze woonomgeving kan de slaap verstoren.
Alleen voor industrielawaai wordt nog een Nederlandse geluidsmaat - de etmaalwaarde - gebruikt, die weergegeven wordt in dB(A). Onderstaand worden de verschillende begrippen nader verklaard.
U kunt in het invoerveld rechtsboven de geluidskaarten ook een adres invoeren om bijvoorbeeld de situatie voor uw eigen woonomgeving weer te geven.


Beschrijving van de opgenomen kaarten

Wegverkeer
Bij de berekeningen voor wegverkeer is uitgegaan van de verkeersintensiteiten op de wegen zoals die door de afdeling Verkeer en Openbare ruime (VOR) zijn geregistreerd. Per weg is daarbij aangegeven hoeveel motoren, personenauto’s, bussen, middelzware en zware vrachtauto’s gemiddeld per uur gedurende de dag- avond- en nachtperiode passeren. Aan de hand van het soort wegdekverharding (asfalt, klinkers), de wettelijk toegestane rijsnelheid en de eventuele aanwezigheid van geluidsschermen is de geluidbelasting in de omgeving van de weg berekend. Wegverkeerslawaai omvat het totale geluid van motoren, auto’s, bussen, vrachtwagens én trams.

Railverkeer en luchtvaartlawaai
Voor railverkeer- en luchtvaartlawaai zijn de gegevens beschikbaar gesteld door de bronbeheerders, te weten ProRail en het ministerie van Infrastructuur en Milieu.

Industrielawaai
Voor industrielawaai zijn de geluidniveaus ook weergegeven vanaf 55 dB (Lden) en vanaf 50 dB (Lnight). Ook is de grens van de gezoneerde industrieterreinen aangegeven alsmede de terreinafbakening van de 55 dB-inrichtingen. 


Verklaring van begrippen

dB of dB(A)
Met deze afkorting wordt `decibel` bedoeld. Het is de eenheid waarmee de sterkte van het geluid wordt uitgedrukt. In de wetgeving wordt een onderscheid gemaakt tussen dB en dB(A). Met dB worden de decibels bedoeld die zijn uitgedrukt in de Europese geluidsmaat Lden terwijl met dB(A) de decibels worden uitgedrukt als etmaalwaarde.

Lden
Lden is een manier om de jaargemiddelde geluidsbelasting uit te drukken. Deze dosismaat wordt gebruikt voor omgevingslawaai. Sinds 2004 zijn alle Europese landen verplicht om de Lden te gebruiken. Voor Lden wordt het etmaal verdeeld in een:

Dagperiode van 07.00 - 19.00 uur
Avondperiode van 19.00 - 23.00 uur
Nachtperiode van 23.00 - 07.00 uur.
Bij het geluid in de avond en de nachtperiode wordt 5 resp. 10 dB opgeteld omdat geluid in deze perioden hinderlijker is dan overdag. Tenslotte worden deze waarden `logaritmisch` gemiddeld. Het resultaat wordt Lden genoemd. Het wordt gebruikt om de hinder in beeld te brengen.

Lnight
Met Lnight wordt de geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur) bedoeld. Hiermee wordt de mate van slaapverstoring in beeld gebracht.

Etmaalwaarde
Ook de etmaalwaarde is een manier om de geluidsbelasting uit te drukken. Het is echter geen jaargemiddelde maar de hoogste waarde van de volgende drie:

de geluidsbelasting gedurende de dagperiode (07.00 - 19.00 uur)
de geluidsbelasting gedurende de avondperiode (19.00 - 23.00 uur), vermeerderd met een toeslag van 5 dB(A)
De geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur), vermeerderd met een toeslag van 10 dB(A).
In de Nederlandse wetgeving en ook in de geluidskaarten wordt alleen nog voor industrielawaai de etmaalwaarde voorgeschreven. Voor alle andere bronnen wordt uitgegaan van de Europese geluidsmaat (de Lden).",https://maps.amsterdam.nl/geluid,PlainVectorRegion,ContourDS,"Geometry: The layer represents noise contour polygons, which are thematic areas rather than points or lines. Although polygons touch each other, the topology hints and suggested region geometry indicate these are not a full partition/tessellation of the study area, so PlainVectorRegion is the best fit. | Entity: The layer maps noise levels in dB using class bands like 55-60, 60-65, and >70 dB, so the regions represent contour/interval zones of a continuous field rather than objects or reporting units.","The layer represents noise contour polygons, which are thematic areas rather than points or lines. Although polygons touch each other, the topology hints and suggested region geometry indicate these are not a full partition/tessellation of the study area, so PlainVectorRegion is the best fit.","The layer maps noise levels in dB using class bands like 55-60, 60-65, and >70 dB, so the regions represent contour/interval zones of a continuous field rather than objects or reporting units.",,0.9550000000000001,0.93,0.98,V3_gpt
39,Geluidscontouren verkeer (deel 1),Noise contours traffic (part 1),https://maps.amsterdam.nl/open_geodata/?k=267,https://maps.amsterdam.nl/geluid1,GELUID_VERKEER,PlainVectorRegion,ContourDS,Geluidskaart 2021,"Op de Geluidskaart Amsterdam is de (berekende) geluidbelasting weergegeven voor de belangrijkste verkeersbronnen in de stad. De geluidsbelasting (in decibellen oftewel dB) is voor twee situaties weergegeven:

de gemiddelde geluidsbelasting over het etmaal, uitgedrukt in de Europese geluidsmaat Lden (Lday-evening-night).
de gemiddelde geluidsbelasting in de nachtperiode (van 23 uur tot 7 uur), uitgedrukt in de Europese geluidsmaat Lnight. Nachtelijk lawaai in onze woonomgeving kan de slaap verstoren.
Alleen voor industrielawaai wordt nog een Nederlandse geluidsmaat - de etmaalwaarde - gebruikt, die weergegeven wordt in dB(A). Onderstaand worden de verschillende begrippen nader verklaard.
U kunt in het invoerveld rechtsboven de geluidskaarten ook een adres invoeren om bijvoorbeeld de situatie voor uw eigen woonomgeving weer te geven.


Beschrijving van de opgenomen kaarten

Wegverkeer
Bij de berekeningen voor wegverkeer is uitgegaan van de verkeersintensiteiten op de wegen zoals die door de afdeling Verkeer en Openbare ruime (VOR) zijn geregistreerd. Per weg is daarbij aangegeven hoeveel motoren, personenauto’s, bussen, middelzware en zware vrachtauto’s gemiddeld per uur gedurende de dag- avond- en nachtperiode passeren. Aan de hand van het soort wegdekverharding (asfalt, klinkers), de wettelijk toegestane rijsnelheid en de eventuele aanwezigheid van geluidsschermen is de geluidbelasting in de omgeving van de weg berekend. Wegverkeerslawaai omvat het totale geluid van motoren, auto’s, bussen, vrachtwagens én trams.

Railverkeer en luchtvaartlawaai
Voor railverkeer- en luchtvaartlawaai zijn de gegevens beschikbaar gesteld door de bronbeheerders, te weten ProRail en het ministerie van Infrastructuur en Milieu.

Industrielawaai
Voor industrielawaai zijn de geluidniveaus ook weergegeven vanaf 55 dB (Lden) en vanaf 50 dB (Lnight). Ook is de grens van de gezoneerde industrieterreinen aangegeven alsmede de terreinafbakening van de 55 dB-inrichtingen. 


Verklaring van begrippen

dB of dB(A)
Met deze afkorting wordt `decibel` bedoeld. Het is de eenheid waarmee de sterkte van het geluid wordt uitgedrukt. In de wetgeving wordt een onderscheid gemaakt tussen dB en dB(A). Met dB worden de decibels bedoeld die zijn uitgedrukt in de Europese geluidsmaat Lden terwijl met dB(A) de decibels worden uitgedrukt als etmaalwaarde.

Lden
Lden is een manier om de jaargemiddelde geluidsbelasting uit te drukken. Deze dosismaat wordt gebruikt voor omgevingslawaai. Sinds 2004 zijn alle Europese landen verplicht om de Lden te gebruiken. Voor Lden wordt het etmaal verdeeld in een:

Dagperiode van 07.00 - 19.00 uur
Avondperiode van 19.00 - 23.00 uur
Nachtperiode van 23.00 - 07.00 uur.
Bij het geluid in de avond en de nachtperiode wordt 5 resp. 10 dB opgeteld omdat geluid in deze perioden hinderlijker is dan overdag. Tenslotte worden deze waarden `logaritmisch` gemiddeld. Het resultaat wordt Lden genoemd. Het wordt gebruikt om de hinder in beeld te brengen.

Lnight
Met Lnight wordt de geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur) bedoeld. Hiermee wordt de mate van slaapverstoring in beeld gebracht.

Etmaalwaarde
Ook de etmaalwaarde is een manier om de geluidsbelasting uit te drukken. Het is echter geen jaargemiddelde maar de hoogste waarde van de volgende drie:

de geluidsbelasting gedurende de dagperiode (07.00 - 19.00 uur)
de geluidsbelasting gedurende de avondperiode (19.00 - 23.00 uur), vermeerderd met een toeslag van 5 dB(A)
De geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur), vermeerderd met een toeslag van 10 dB(A).
In de Nederlandse wetgeving en ook in de geluidskaarten wordt alleen nog voor industrielawaai de etmaalwaarde voorgeschreven. Voor alle andere bronnen wordt uitgegaan van de Europese geluidsmaat (de Lden).",https://maps.amsterdam.nl/geluid,PlainVectorRegion,ContourDS,"Geometry: The layer represents noise contour polygons/areas, not points or lines. Although polygons are numerous and partially adjacent, they are thematic contour zones rather than a complete tessellated partition of Amsterdam, so PlainVectorRegion is the best fit. | Entity: The layer maps noise contour bands/isolines (e.g., 50-55, 55-60 dB) rather than objects or reporting units, so the decisive rule is the contour/interval-class branch.","The layer represents noise contour polygons/areas, not points or lines. Although polygons are numerous and partially adjacent, they are thematic contour zones rather than a complete tessellated partition of Amsterdam, so PlainVectorRegion is the best fit.","The layer maps noise contour bands/isolines (e.g., 50-55, 55-60 dB) rather than objects or reporting units, so the decisive rule is the contour/interval-class branch.",,0.955,0.94,0.97,V3_gpt
40,Geluidscontouren verkeer (deel 2),Noise contours traffic (part 2),https://maps.amsterdam.nl/open_geodata/?k=134,https://maps.amsterdam.nl/geluid,GELUID_VERKEER_2,PlainVectorRegion,ContourDS,Geluidskaart 2021,"Op de Geluidskaart Amsterdam is de (berekende) geluidbelasting weergegeven voor de belangrijkste verkeersbronnen in de stad. De geluidsbelasting (in decibellen oftewel dB) is voor twee situaties weergegeven:

de gemiddelde geluidsbelasting over het etmaal, uitgedrukt in de Europese geluidsmaat Lden (Lday-evening-night).
de gemiddelde geluidsbelasting in de nachtperiode (van 23 uur tot 7 uur), uitgedrukt in de Europese geluidsmaat Lnight. Nachtelijk lawaai in onze woonomgeving kan de slaap verstoren.
Alleen voor industrielawaai wordt nog een Nederlandse geluidsmaat - de etmaalwaarde - gebruikt, die weergegeven wordt in dB(A). Onderstaand worden de verschillende begrippen nader verklaard.
U kunt in het invoerveld rechtsboven de geluidskaarten ook een adres invoeren om bijvoorbeeld de situatie voor uw eigen woonomgeving weer te geven.


Beschrijving van de opgenomen kaarten

Wegverkeer
Bij de berekeningen voor wegverkeer is uitgegaan van de verkeersintensiteiten op de wegen zoals die door de afdeling Verkeer en Openbare ruime (VOR) zijn geregistreerd. Per weg is daarbij aangegeven hoeveel motoren, personenauto’s, bussen, middelzware en zware vrachtauto’s gemiddeld per uur gedurende de dag- avond- en nachtperiode passeren. Aan de hand van het soort wegdekverharding (asfalt, klinkers), de wettelijk toegestane rijsnelheid en de eventuele aanwezigheid van geluidsschermen is de geluidbelasting in de omgeving van de weg berekend. Wegverkeerslawaai omvat het totale geluid van motoren, auto’s, bussen, vrachtwagens én trams.

Railverkeer en luchtvaartlawaai
Voor railverkeer- en luchtvaartlawaai zijn de gegevens beschikbaar gesteld door de bronbeheerders, te weten ProRail en het ministerie van Infrastructuur en Milieu.

Industrielawaai
Voor industrielawaai zijn de geluidniveaus ook weergegeven vanaf 55 dB (Lden) en vanaf 50 dB (Lnight). Ook is de grens van de gezoneerde industrieterreinen aangegeven alsmede de terreinafbakening van de 55 dB-inrichtingen. 


Verklaring van begrippen

dB of dB(A)
Met deze afkorting wordt `decibel` bedoeld. Het is de eenheid waarmee de sterkte van het geluid wordt uitgedrukt. In de wetgeving wordt een onderscheid gemaakt tussen dB en dB(A). Met dB worden de decibels bedoeld die zijn uitgedrukt in de Europese geluidsmaat Lden terwijl met dB(A) de decibels worden uitgedrukt als etmaalwaarde.

Lden
Lden is een manier om de jaargemiddelde geluidsbelasting uit te drukken. Deze dosismaat wordt gebruikt voor omgevingslawaai. Sinds 2004 zijn alle Europese landen verplicht om de Lden te gebruiken. Voor Lden wordt het etmaal verdeeld in een:

Dagperiode van 07.00 - 19.00 uur
Avondperiode van 19.00 - 23.00 uur
Nachtperiode van 23.00 - 07.00 uur.
Bij het geluid in de avond en de nachtperiode wordt 5 resp. 10 dB opgeteld omdat geluid in deze perioden hinderlijker is dan overdag. Tenslotte worden deze waarden `logaritmisch` gemiddeld. Het resultaat wordt Lden genoemd. Het wordt gebruikt om de hinder in beeld te brengen.

Lnight
Met Lnight wordt de geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur) bedoeld. Hiermee wordt de mate van slaapverstoring in beeld gebracht.

Etmaalwaarde
Ook de etmaalwaarde is een manier om de geluidsbelasting uit te drukken. Het is echter geen jaargemiddelde maar de hoogste waarde van de volgende drie:

de geluidsbelasting gedurende de dagperiode (07.00 - 19.00 uur)
de geluidsbelasting gedurende de avondperiode (19.00 - 23.00 uur), vermeerderd met een toeslag van 5 dB(A)
De geluidsbelasting gedurende de nachtperiode (23.00 - 07.00 uur), vermeerderd met een toeslag van 10 dB(A).
In de Nederlandse wetgeving en ook in de geluidskaarten wordt alleen nog voor industrielawaai de etmaalwaarde voorgeschreven. Voor alle andere bronnen wordt uitgegaan van de Europese geluidsmaat (de Lden).",https://maps.amsterdam.nl/geluid,PlainVectorRegion,ContourDS,"Geometry: This is a set of noise contour polygons for traffic, not point or line data. Although many polygons share boundaries, they represent contour zones rather than a complete administrative/grid partition of the study area, so PlainVectorRegion is the best fit. | Entity: This is a noise map with polygons representing decibel classes (e.g., 50-55 dB, 55-60 dB) and contour/band levels for Lden/Lnight, so the decisive rule is ContourDS for interval or isoline-like value zones.","This is a set of noise contour polygons for traffic, not point or line data. Although many polygons share boundaries, they represent contour zones rather than a complete administrative/grid partition of the study area, so PlainVectorRegion is the best fit.","This is a noise map with polygons representing decibel classes (e.g., 50-55 dB, 55-60 dB) and contour/band levels for Lden/Lnight, so the decisive rule is ContourDS for interval or isoline-like value zones.",,0.95,0.92,0.98,V3_gpt
41,Verkiezingen Gemeenteraad 2018,Elections Municipality 2018,https://maps.amsterdam.nl/open_geodata/?k=250,https://maps.amsterdam.nl/gemeenteraad2018,GEMEENTERAAD2018,PointDS,ObjectDS,Atlas Verkiezingen,"In deze Atlas Verkiezingen zijn de kaarten met uitslagen per stemlocaties van verschillende verkiezingen samengevoegd.

De cirkelgroottes zijn tussen de verkiezingen onderling vergelijkbaar.
Dat betekent dat eenzelfde cirkelgrootte bij elke verkiezing hetzelfde aantal of dezelfde verhouding voorstelt. 
De cirkelgroottes tussen Amsterdam en Zaanstad zijn verschillend, omdat de gebiedsgrootte verschillend is er er verder op Zaanstad is ingezoomd.
Voor de berekening van de cirkelgrootte van aantallen is een lineaire schaal gebruikt. Hierdoor worden verschillen tussen weinig en veel stemmen wat uitvergroot. 
Voor de leesbaarheid van de taartpunt-grafiekjes is een vierkantswortel schaal gebruikt, die de verschillen wat middelen.

De kaarten zijn individueel te bekijken op:
2024 - Europees Parlement
2023 - Tweede Kamer
2023 - Provinciale Staten
2022 - Gemeenteraad
2021 - Tweede Kamer
2019 - Europees Parlement
2019 - Provinciale Staten
2018 - Gemeenteraad
2017 - Tweede Kamer

Zie ook de Atlas Verkiezingen Zaanstad",https://maps.amsterdam.nl/atlas_verkiezingen,PointDS,ObjectDS,"Geometry: The layer contains 792 Point features with voting-station attributes and the description explicitly mentions circles per polling location, so this is a point-based dataset. | Entity: Point features are polling/stemlocatie objects (voting locations) with election result attributes; the layer maps distinct facilities/places, not a continuous measurement, event, or amount-first layer.","The layer contains 792 Point features with voting-station attributes and the description explicitly mentions circles per polling location, so this is a point-based dataset.","Point features are polling/stemlocatie objects (voting locations) with election result attributes; the layer maps distinct facilities/places, not a continuous measurement, event, or amount-first layer.",,0.98,0.99,0.97,V3_gpt
42,Groene daken,Green roofs,https://maps.amsterdam.nl/open_geodata/?k=51,https://maps.amsterdam.nl/groene_daken,GROENE_DAKEN,PointDS,ObjectDS,Groene en multifunctionele daken,Op deze kaart vind je een overzicht van groene en multifunctionele daken in Amsterdam. Staat je dak er nog niet bij? Laat het ons dan weten. Dan zetten we jouw dak erbij.,https://maps.amsterdam.nl/dakenlandschap,PointDS,ObjectDS,"Geometry: The layer is an overview of individual green roofs in Amsterdam, and the dataset contains 457 Point features with address and roof attributes, so it represents point locations rather than areas or lines. | Entity: The layer maps individual green roof sites/addresses in Amsterdam, i.e. discrete real-world objects. The point geometry fits object locations, and the metadata describes an overview of roofs, not a measurement or area patch.","The layer is an overview of individual green roofs in Amsterdam, and the dataset contains 457 Point features with address and roof attributes, so it represents point locations rather than areas or lines.","The layer maps individual green roof sites/addresses in Amsterdam, i.e. discrete real-world objects. The point geometry fits object locations, and the metadata describes an overview of roofs, not a measurement or area patch.",,0.98,0.99,0.97,V3_gpt
43,Grondgebruik 2017,Land use 2017,https://maps.amsterdam.nl/open_geodata/?k=152,https://maps.amsterdam.nl/grondgebruik,GRONDGEBRUIK_2017,VectorTessellation,CoverageDS,,,,VectorTessellation,CoverageDS,"Geometry: Layer is land use polygons with many adjacent features and very high shared-boundary and fill ratios, indicating a near-complete tessellated area partition rather than isolated regions. | Entity: The layer is a full-area land use classification ('Grondgebruik 2017') with categorical land-use classes assigned to tessellated polygons, so it fits CoverageDS rather than ObjectDS/PatchDS.","Layer is land use polygons with many adjacent features and very high shared-boundary and fill ratios, indicating a near-complete tessellated area partition rather than isolated regions.","The layer is a full-area land use classification ('Grondgebruik 2017') with categorical land-use classes assigned to tessellated polygons, so it fits CoverageDS rather than ObjectDS/PatchDS.",,0.98,0.99,0.97,V3_gpt
